Spec.No.,S.W.No.,Mass_Single,Fam_Genus,species,Date,County,Location,Grid ref,Sex,Length Imp.,Length Met.,Condition,in Collections,year,sequ,lett,Entered,Updated,Count,MCS,BMNH,Rect.CoNAord.,Latitude,Longitude,Other refs,age,Old County,GRef Source,By Catch,Rep.Source,SMRU animal,SMRU No,RLaw,IoZ London,JBaker,VSimpson,CBRU,RJReid,NMS No,Irish,Other,Comb_other_ref,Year_val,Month_val,Day_val,Aggregated_Date,Name Common,Name Current Sci ,Beak Len (m),Beak-Blowhole(m),Snout-mid BF (m),Tail-mid BF (m),BF base Len (m),BF max Height(m),Tail span (m),Tail Depth (m),Tail Curve (m),Keel/T.Stock (m),Flipper Len (m),Flipper Wid (m),Body Girth (m),Gen Slit Len (m),Gen Slit-anus(m),Teeth Top Jaw,Teeth Low Jaw,Teeth Diam mm,Baleen Plate clr,Baleen Fring clr,Country Code,C.of Death,Parasites,Comment
339,1920/8,S,Globicephala,melaena,14-Apr-20,"Aberdeenshire, Scotland","Balmedie, 7 miles N. of Aberdeen",NJ97701750,NA,15'3'',4.65m*,NA,NA,1920,8,NA,02-Nov-90,23-Dec-08,1130,ZK0079,ZK0079,39770081750,57.24838509,-2.038119406,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,4,14,19200414,LongNAfinned Pilot whale,Globicephala melas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Long-finned Pilot Whale
340,1920/9,S,Ziphius,cavirostris,21-Apr-20,Devon,"Sewer Mill Beach, Bolt Head",SX74003830,NA,18'0'',5.49m*,decayed,head on arrival,1920,9,NA,02-Nov-90,23-Dec-08,572,ZK0120,ZK0120,27400003830,50.23063295,-3.766814756,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,4,21,19200421,Cuvier's Beaked whale,Ziphius cavirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Cuvier's Beaked Whale
341,1920/10,S,Phocoena,phocoena,03-May-20,"Glamorgan, Wales",Rhossilli,SS41408830,NA,5'9'',1.75m*,NA,NA,1920,10,NA,02-Nov-90,23-Dec-08,1860,ZK0085,ZK0085,24140018830,51.5707556,-4.288786101,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,5,3,19200503,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,Common Porpoise
342,1920/11,S,Phocoena,phocoena?,21-May-20,Suffolk,Bawdsey,TM35803990,NA,4'11'',1.5m*,NA,NA,1920,11,NA,02-Nov-90,23-Dec-08,1861,ZK0085?,ZK0085?,63580023990,52.00693264,1.436145825,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,5,21,19200521,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
343,1920/12,S,Phocoena,phocoena,23-Jun-20,Sussex,Pevensey Bay,TQ66000400,NA,5'0'',1.52m*,NA,NA,1920,12,NA,02-Nov-90,23-Dec-08,1862,ZK0085,ZK0085,56600010400,50.81116909,0.356505279,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,6,23,19200623,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
344,1920/13,S,Ziphius,cavirostris,28-Jun-20,"Ross & Cromarty, Scotland","Dalbeg, Isle of Lewis, Outer Hebrides",NB22604620,NA,16'0'',4.88m*,decayed,end lower jaw,1920,13,NA,02-Nov-90,23-Dec-08,573,ZK0120,ZK0120,12260094620,58.31677418,-6.737779263,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,6,28,19200628,Cuvier's Beaked whale,Ziphius cavirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Cuvier's Beaked Whale
345,1920/14,S,Phocoena,phocoena,08-Jul-20,Sussex,Bexhill-on-Sea,TQ74500690,NA,2'6'',0.76m*,NA,NA,1920,14,NA,02-Nov-90,23-Dec-08,1863,ZK0085,ZK0085,57450010690,50.83472754,0.478432091,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,7,8,19200708,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
346,1920/15,S,Lagenorhynchus,albirostris,10-Jul-20,"Ross & Cromarty, Scotland","Melbost, Isle of Lewis",NB46503350,NA,8'6'',2.59m*,NA,NA,1920,15,NA,02-Nov-90,23-Dec-08,81,ZK0059,ZK0059,14650093350,58.21746535,-6.317101926,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,7,10,19200710,WhiteNAbeaked dolphin,Lagenorhynchus albirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,White-beaked Dolphin
347,1920/16,S,Balaenoptera,musculus,19-Jul-20,"Inverness-shire, Scotland","Isle of Eigg, Inner Hebrides",NM47008850,NA,ca64',ca19.51m*,dead,NA,1920,16,NA,02-Nov-90,23-Dec-08,1531,ZK0134,ZK0134,14700078850,56.91870139,-6.157575498,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,7,19,19200719,Blue whale,Balaenoptera musculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Blue Whale. No specific locality given therefore Bay of Laig chosen   as a mid point on the island.
348,1920/17,S,Phocoena,phocoena,03-Aug-20,Dorset,Lyme Regis,SY33809180,NA,3'11'',1.19m*,NA,NA,1920,17,NA,02-Nov-90,23-Dec-08,1864,ZK0085,ZK0085,33380009180,50.72147616,-2.937923063,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,8,3,19200803,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
349,1920/18,S,cetacean,sp.indet.,11-Aug-20,Dorset,Portland,SY69507050,NA,3'10''+,1.17m+*,decayed,NA,1920,18,NA,02-Nov-90,23-Dec-08,2910,ZK0039,ZK0149,36950007050,50.53288414,-2.430396487,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,8,11,19200811,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Cetaceans. Grid ref. chosen at mid point on Portland Is.
350,1920/19,S,Balaenoptera,physalus?,15-Aug-20,"Inverness-shire, Scotland","Bornish, South Uist, Outer Hebrides",NF72503030,NA,64'0'',19.51m,decayed,NA,1920,19,NA,02-Nov-90,23-Dec-08,2622,ZK0135?,ZK0135?,7250083030,57.24597384,-7.4308944,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,8,15,19200815,Fin whale,Balaenoptera physalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Fin Whale
351,1920/20,S,Balaenoptera,musculus,28-Aug-20,"Ross & Cromarty, Scotland","South Bragar, N.W. Lewis, Outer Hebrides",NB28504880,NA,82'0'',24.99m,NA,blade baleen,1920,20,NA,02-Nov-90,23-Dec-08,1532,ZK0134,ZK0134,12850094880,58.34373747,-6.640451552,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,8,28,19200828,Blue whale,Balaenoptera musculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Blue Whale
352,1920/21,S,Phocoena,phocoena,07-Oct-20,Sussex,Pevensey,TQ66200400,NA,5'0'',1.52m*,NA,NA,1920,21,NA,02-Nov-90,23-Dec-08,1865,ZK0085,ZK0085,56620010400,50.81111173,0.359341873,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,10,7,19201007,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
353,1920/22,S,Ziphius,cavirostris?,02-Oct-20,"Orkney Islands, Scotland","Point of Ayre, Deerness, Orkney",HY59200380,NA,24'0'',7.32m*,decayed,NA,1920,22,NA,02-Nov-90,23-Dec-08,574,ZK0120,ZK0120,35920100380,58.91993651,-2.708587615,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,10,2,19201002,Cuvier's Beaked whale,Ziphius cavirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,"a)Cuvier's Beaked Whale. b)1920, 2 October, 1 East Mainland, 7.3m in length.''. Booth & Booth, 1994, p.23."
354,1920/23,S,Tursiops,truncatus,11-Oct-20,Suffolk,Aldeburgh,TM46705680,NA,7'0'',2.13m*,NA,NA,1920,23,NA,02-Nov-90,23-Dec-08,2664,ZK0053,ZK0053,64670025680,52.15385479,1.606871877,NA,NA,NA,BMNH,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,10,11,19201011,BottleNAnosed dolphin,Tursiops truncatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Bottle-nosed Dolphin
355,1920/24,S,Phocoena,phocoena,19-Oct-20,Suffolk,Shingle Street,TM36804280,NA,4'6'',1.37m*,NA,NA,1920,24,NA,02-Nov-90,23-Dec-08,1866,ZK0085,ZK0085,63680024280,52.03253563,1.452695368,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,10,19,19201019,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
356,1920/25,S,Phocoena,phocoena,20-Oct-20,Norfolk,Great Yarmouth,TG53300750,NA,3'4'',1.02m*,NA,NA,1920,25,NA,02-Nov-90,23-Dec-08,1867,ZK0085,ZK0085,65330030750,52.60575691,1.741454932,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,10,20,19201020,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
357,1920/26,S,Lagenorhynchus,albirostris,26-Oct-20,Suffolk,Shingle Street,TM37004300,NA,6'6'',1.98m*,NA,NA,1920,26,NA,02-Nov-90,23-Dec-08,82,ZK0059,ZK0059,63700024300,52.03424528,1.455744319,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,10,26,19201026,WhiteNAbeaked dolphin,Lagenorhynchus albirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,White-beaked Dolphin
358,1920/27,m,odontocete,sp.indet.,28-Oct-20,Norfolk,Happisburgh,TG38003150,NA,ca4',ca1.22m*,decayed,NA,1920,27,NA,02-Nov-90,27-Apr-09,1592,ZK0040,ZK0127,63800033150,52.828041,1.533322057,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,10,28,19201028,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,a)1st info 1920/27-28 b)Unidentified Odontocetes
359,1920/27,m,odontocete,sp.indet.,28-Oct-20,Norfolk,Happisburgh,TG38003150,NA,ca4',ca1.22m*,decayed,NA,1920,27,NA,02-Nov-90,27-Apr-09,1593,ZK0040,ZK0127,63800033150,52.828041,1.533322057,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,10,28,19201028,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,a)1st info 1920/27 (of 1920/27-28) b)Unidentified Odontocetes
360,1920/29,M,odontocete,sp.indet.,28-Oct-20,Norfolk,Sea Palling,TG43402730,NA,4'NA5',1.22mNA1.52m*,decayed,NA,1920,29,NA,02-Nov-90,23-Dec-08,1594,ZK0040,ZK0127,64340032730,52.7879449,1.610191049,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,10,28,19201028,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
361,1920/29,M,odontocete,sp.indet.,28-Oct-20,Norfolk,Sea Palling,TG43402730,NA,4'NA5',1.22mNA1.52m*,NA,NA,1920,29,NA,02-Nov-90,23-Dec-08,3914,ZK0040,ZK0127,64340032730,52.7879449,1.610191049,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,10,28,19201028,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
362,1920/29,M,odontocete,sp.indet.,28-Oct-20,Norfolk,Sea Palling,TG43402730,NA,4'NA5',1.22mNA1.52m*,NA,NA,1920,29,NA,02-Nov-90,23-Dec-08,3915,ZK0040,ZK0127,64340032730,52.7879449,1.610191049,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,10,28,19201028,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
363,1920/32,m,odontocete,sp.indet.,02-Nov-20,Norfolk,Happisburgh (1 mile S. of Lighthouse),TG39803000,NA,3'6'',1.07m*,decayed,NA,1920,32,NA,02-Nov-90,27-Apr-09,1595,ZK0040,ZK0127,63980033000,52.81378361,1.558887478,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,11,2,19201102,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,a)1st info 1920/32-34 b)Unidentified Odontocetes
364,1920/32,m,odontocete,sp.indet.,02-Nov-20,Norfolk,Happisburgh (1 mile S. of Lighthouse),TG39803000,NA,3'9'',1.14m*,decayed,NA,1920,32,NA,02-Nov-90,27-Apr-09,1596,ZK0040,ZK0127,63980033000,52.81378361,1.558887478,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,11,2,19201102,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,a)1st info 1920/33 (of 1920/32-34) b)Unidentified Odontocetes
365,1920/32,m,odontocete,sp.indet.,02-Nov-20,Norfolk,Happisburgh (1 mile S. of Lighthouse),TG39803000,NA,3'+,0.91m+*,decayed,NA,1920,32,NA,02-Nov-90,27-Apr-09,1597,ZK0040,ZK0127,63980033000,52.81378361,1.558887478,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,11,2,19201102,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,a)1st info 1920/34 (of 1920/32-34) b)Unidentified Odontocetes (* Head missing)
366,1920/35,S,odontocete,sp.indet.,02-Nov-20,Norfolk,Great Yarmouth,TG53300650,NA,3'6'',1.07m*,decayed,NA,1920,35,NA,02-Nov-90,23-Dec-08,1598,ZK0040,ZK0127,65330030650,52.59678526,1.740689511,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,11,2,19201102,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
367,1920/36,S,odontocete,sp.indet.,05-Nov-20,Suffolk,Dunwich,TM47907050,NA,ca5',ca1.52m*,decayed,NA,1920,36,NA,02-Nov-90,23-Dec-08,1599,ZK0040,ZK0127,64790027050,52.27625254,1.63441143,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,11,5,19201105,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
368,1920/37,S,Phocoena,phocoena,06-Nov-20,Norfolk,Caister-on-Sea,TG52601250,NA,NA,NA,NA,NA,1920,37,NA,02-Nov-90,23-Dec-08,1868,ZK0085,ZK0085,65260031250,52.65094118,1.73496189,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,11,6,19201106,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
369,1920/38,S,Tursiops,truncatus,06-Nov-20,Suffolk,Aldeburgh,TM46705680,NA,9'+,2.74m+*,NA,NA,1920,38,NA,02-Nov-90,23-Dec-08,2665,ZK0053,ZK0053,64670025680,52.15385479,1.606871877,NA,NA,NA,BMNH,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,11,6,19201106,BottleNAnosed dolphin,Tursiops truncatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Bottle-nosed Dolphin
370,1920/39,S,odontocete,sp.indet.,26-Nov-20,Devon,Teignmouth,SX94507330,NA,ca4',ca1.22m*,decayed,NA,1920,39,NA,02-Nov-90,23-Dec-08,1600,ZK0040,ZK0127,29450007330,50.5493393,-3.489296071,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,11,26,19201126,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
371,1920/40,S,Grampus,griseus,16-Dec-20,Devon,Wembury,SX51504840,M,11'0'',3.35m*,NA,NA,1920,40,NA,02-Nov-90,23-Dec-08,986,ZK0074,ZK0074,25150004840,50.31619276,-4.086077322,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,12,16,19201216,Risso's dolphin,Grampus griseus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Risso's Dolphin
372,1921/1,S,odontocete,sp.indet.,09-Jan-21,Kent,Sandgate,TR20003500,NA,5'6'',1.68m*,decayed,NA,1921,1,NA,02-Nov-90,23-Dec-08,1601,ZK0040,ZK0127,62000013500,51.07156002,1.140724709,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,1,9,19210109,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
373,1921/2,S,Balaenoptera,physalus,16-Feb-21,"Inverness-shire, Scotland","Newtonferry, N.Uist, Outer Hebrides",NF89807840,NA,48'0'',14.63m,NA,baleen blades,1921,2,NA,02-Nov-90,23-Dec-08,2623,ZK0135,ZK0135,8980087840,57.68837069,-7.206371801,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,2,16,19210216,Fin whale,Balaenoptera physalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Fin Whale
374,1921/3,S,Phocoena,phocoena,06-Mar-21,Isle of Man,Ramsey (1 mile N. of Harbour),SC45309620,NA,4'10.5'',1.49m*,NA,NA,1921,3,NA,02-Nov-90,23-Dec-08,1869,ZK0085,ZK0085,24530049620,54.33770902,-4.379794947,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,3,6,19210306,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,7,NA,NA,Common Porpoise
375,1921/4,S,Balaenoptera,physalus,14-Mar-21,"Galway, EIRE",Mweenish Island,L760294,NA,70'0'',21.34m,decayed,baleen blades,1921,4,NA,02-Nov-90,23-Dec-08,2624,ZK0135,ZK0135,NA,53.3008,-9.8609,NA,NA,S.Ireland,*BMNH LEJ,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,3,14,19210314,Fin whale,Balaenoptera physalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,NA,a)Fin Whale b)1st info Gref Source BMNH DKP c)E=-1097600m N=7004500m
376,1921/5,S,Phocoena,phocoena,19-Mar-21,Suffolk,Southwold,TM51207640,NA,5'0'',1.52m*,NA,NA,1921,5,NA,02-Nov-90,23-Dec-08,1870,ZK0085,ZK0085,65120027640,52.32769375,1.687084805,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,3,19,19210319,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
377,1921/6,S,Phocoena,phocoena,11-Apr-21,Suffolk,Dunwich,TM47807020,NA,4'2'',1.27m*,NA,NA,1921,6,NA,02-Nov-90,23-Dec-08,1871,ZK0085,ZK0085,64780027020,52.27360564,1.632728163,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,4,11,19210411,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
378,1921/7,S,Phocoena,phocoena,11-Jun-21,Suffolk,Dunwich,TM47907070,NA,4'4'',1.32m*,NA,NA,1921,7,NA,02-Nov-90,23-Dec-08,1872,ZK0085,ZK0085,64790027070,52.27804718,1.63455843,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,6,11,19210611,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
379,1921/8,S,odontocete,sp.indet.,14-Jun-21,Norfolk,Happisburgh,TG38803080,NA,4'+,1.22m+*,decayed,NA,1921,8,NA,02-Nov-90,23-Dec-08,1602,ZK0040,ZK0127,63880033080,52.82140592,1.54466217,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,6,14,19210614,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
380,1921/9,S,Phocoena,phocoena,29-Jun-21,Norfolk,Bacton,TG35003370,NA,4'11.5'',1.51m*,NA,NA,1921,9,NA,02-Nov-90,23-Dec-08,1873,ZK0085,ZK0085,63500033370,52.8490995,1.490459464,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,6,29,19210629,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
381,1921/10,S,Phocoena,phocoena,15-Jul-21,Kent,"Littlestone, 100yds N. of, East Bay, Dungeness",TR08702480,NA,3'0'',0.91m*,NA,NA,1921,10,NA,02-Nov-90,23-Dec-08,1874,ZK0085,ZK0085,60870012480,50.98417348,0.973772286,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,7,15,19210715,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
382,1921/10A,S,Delphinus,delphis,c4 Aug 1921,Cornwall,Whitesand Bay,SW36302750,NA,NA,NA,NA,NA,1921,10,A,02-Nov-90,23-Dec-08,722,ZK0048,ZK0048,13630002750,50.08834969,-5.687074908,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,8,4,19210804,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
383,1921/11,S,Tursiops,truncatus,09-Aug-21,Sussex,Cuckmere (500 yds.W. of),TV51359740,NA,NA,NA,NA,NA,1921,11,NA,02-Nov-90,23-Dec-08,2666,ZK0053,ZK0053,55135009740,50.75586696,0.145981981,NA,NA,NA,BMNH,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,8,9,19210809,BottleNAnosed dolphin,Tursiops truncatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Bottle-nosed Dolphin
384,1921/12,S,Delphinus,delphis,10-Aug-21,Devon,Torbay,SX89706180,NA,3'NA3'6'',0.84mNA1.07m*,NA,NA,1921,12,NA,02-Nov-90,23-Dec-08,723,ZK0048,ZK0048,28970006180,50.44505974,-3.553633451,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,8,10,19210810,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
385,1921/12A,S,Delphinus,delphis,20-Aug-21,Devon,"Torbay, Hollacombe beach",SX89806230,NA,5'2'',1.57m*,NA,NA,1921,12,A,02-Nov-90,23-Dec-08,724,ZK0048,ZK0048,28980006230,50.44957394,-3.552372554,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,8,20,19210820,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
