Spec.No.,S.W.No.,Mass_Single,Fam_Genus,species,Date,County,Location,Grid ref,Sex,Length Imp.,Length Met.,Condition,in Collections,year,sequ,lett,Entered,Updated,Count,MCS,BMNH,Rect.CoNAord.,Latitude,Longitude,Other refs,age,Old County,GRef Source,By Catch,Rep.Source,SMRU animal,SMRU No,RLaw,IoZ London,JBaker,VSimpson,CBRU,RJReid,NMS No,Irish,Other,Comb_other_ref,Year_val,Month_val,Day_val,Aggregated_Date,Name Common,Name Current Sci ,Beak Len (m),Beak-Blowhole(m),Snout-mid BF (m),Tail-mid BF (m),BF base Len (m),BF max Height(m),Tail span (m),Tail Depth (m),Tail Curve (m),Keel/T.Stock (m),Flipper Len (m),Flipper Wid (m),Body Girth (m),Gen Slit Len (m),Gen Slit-anus(m),Teeth Top Jaw,Teeth Low Jaw,Teeth Diam mm,Baleen Plate clr,Baleen Fring clr,Country Code,C.of Death,Parasites,Comment
3844,1985/38a,S,Phocoena,phocoena,28-Jun-85,"Shetland Islands, Scotland","Point of Nesbister (south of), Whiteness",HU39604440,NA,5'3''*,1.60m,decayed,NA,1985,38,NA,02-Nov-90,23-Dec-08,2584,ZK0085,ZK0085,43960114440,60.18264122,-1.286020889,NA,NA,NA,Blue Folder,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,6,28,19850628,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,a)Common Porpoise b)1st info HU41004700 BMNH
3845,1985/38b,S,Grampus,griseus,04-Jul-85,"Strathclyde, Scotland","Ballyhaugh beach, Hogh Bay, Isle of Coll",NM17055780,F,12'NA13',3.66mNA3.96m*,decayed,NA,1985,38,NA,02-Nov-90,23-Dec-08,1080,ZK0074,ZK0074,11705075780,56.62646726,-6.614089429,NA,NA,NA,Blue Fold.BMNH,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,7,4,19850704,Risso's dolphin,Grampus griseus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,a)Risso's Dolphin b)1st info NM17605312 BMNH
3846,1985/39,S,Balaenoptera,physalus,16-Jul-85,Merseyside,"Seaforth, Liverpool",SJ35009100,NA,53',16.15m,decayed,NA,1985,39,NA,02-Nov-90,23-Dec-08,2649,ZK0135,ZK0135,33500039100,53.41154186,-2.977985367,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,7,16,19850716,Fin whale,Balaenoptera physalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Fin Whale
3847,1985/40,S,Phocoena,phocoena,17-Jul-85,"Shetland Islands, Scotland","Ayre of Tronafirth (north side), Laxfirth",HU44204710,F,5'2'',1.57m*,dead,teeth,1985,40,NA,02-Nov-90,23-Dec-08,2585,ZK0085,ZK0085,44420114710,60.20641186,-1.202504899,NA,NA,NA,Blue Folder,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,7,17,19850717,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,a)Common Porpoise b)1st info HU43004600 BMNH
3848,1985/41,S,Phocoena,phocoena,24-Jul-85,Lancashire,Fleetwood,SD32004700,NA,4'2''+,1.27m+*,dead,teeth,1985,41,NA,02-Nov-90,23-Dec-08,2586,ZK0085,ZK0085,33200044700,53.91447858,-3.035379609,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,7,24,19850724,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
3849,1985/42,S,Megaptera,novaeangliae,23-Aug-85,"Highland, Scotland","Fort William (3 miles S. of), Loch Linnhe",NN06406930,F,19'8'',5.99m*,dead,baleen blades,1985,42,NA,02-Nov-90,23-Dec-08,1543,ZK0140,ZK0140,20640076930,56.7750964,-5.168810317,NA,NA,NA,Blue Folder,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,8,23,19850823,Humpback whale,Megaptera novaeangliae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,a)Humpback Whale
3850,1985/43,S,Delphinus,delphis,28-Aug-85,"Gwynedd, Wales","Boston Lodge Works, Porthmadog",SH56013800,NA,6'7'',2.01m*,"dead, good",teeth,1985,43,NA,02-Nov-90,23-Dec-08,939,ZK0048,ZK0048,25601033800,52.91977077,-4.141944311,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,8,28,19850828,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,Common dolphin
3851,1985/44,S,Delphinus,delphis,01-Sep-85,"Dyfed, Wales","Fresh Water East, Tenby",SN13000000,F,7',2.13m*,"dead, good",NA,1985,44,NA,02-Nov-90,23-Dec-08,940,ZK0048,ZK0048,21300020000,51.66714548,-4.704422924,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,9,1,19850901,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,Common dolphin
3852,1985/45,S,Balaenoptera,acutorostrata,31-Aug-85,"Orkney Islands, Scotland","Orphir, Mainland",HY30010000,M,25'3.1''*,7.7m,NA,NA,1985,45,NA,02-Nov-90,23-Dec-08,473,ZK0132,ZK0132,33001100000,58.88204428,-3.214238667,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,8,31,19850831,Minke whale,Balaenoptera acutorostrata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Lesser Rorqual
3853,1985/46,S,Delphinidae,sp.indet.,14-Sep-85,Cumbria,"Selker Point, Sellafield, Winscale",NY02000300,NA,ca7',ca2.13m*,NA,NA,1985,46,NA,02-Nov-90,23-Dec-08,967,ZK0041,ZK0082,30200050300,54.41285391,-3.510235357,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,9,14,19850914,Unknown delphinidae,un. Delphinidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified dolphins
3854,1985/47,S,Delphinidae,sp.indet.,17-Sep-85,"Dyfed, Wales","Newgale, St Brides Bay",SM84012200,NA,NA,NA,NA,NA,1985,47,NA,02-Nov-90,23-Dec-08,968,ZK0041,ZK0082,18401022200,51.85428272,-5.136723706,NA,NA,NA,BMNH,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,9,17,19850917,Unknown delphinidae,un. Delphinidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,"a)Unidentified dolphins 1st info 'Nawgale, St Brides Bay'"
3855,1985/48,S,Delphinus,delphis,02-Oct-85,Cornwall,"Tavis Vor, north of Mousehole harbour",SW47202650,NA,7'0.6''*,2.15m,average,NA,1985,48,NA,02-Nov-90,23-Dec-08,941,ZK0048,ZK0048,14720002650,50.08410871,-5.534323009,NA,NA,NA,Turk?,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,10,2,19851002,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,"a)1st info Delphinus delphis?, dead, Tavistock, north of Mousehole    harbour, SX47005200 (= Plymouth Sound, way south of Tavistock).       b)Western Morning News, 03 Oct 1985 (received from Stella Turk, July  1997) gives photo of common dolphin (labelled bottlenose dolphin)     annotated Tavis Vor, Mousehole, SW 472 265."
3856,1985/48a,s,Kogia,breviceps,06-Oct-85,"Galway, EIRE","Just west of Silver Strand, Barna",M2422,M,9'6.2''*,2.90m,fresh,NA,1985,48,a,11-May-00,23-Dec-08,7832,ZK0102,ZK0102,NA,53.248137,-9.147663,NA,NA,S.Ireland,INJ,NA,Irish Naturalists Journal 22(4):164.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,10,6,19851006,Pygmy Sperm whale,Kogia breviceps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,NA,"a)Irish Gref M 24 22. b)PM by Dr. Kennedy, Dept. Agriculture Veterinary Research Labs. c)Preserved material 1)Squid beak half and several hundred nematodes from stomach. 2)Large worm-like bodies in muscle and blubber of the shoulder region. 3)Skeleton in Ulster Museum"
3857,1985/49,S,Delphinus,delphis?,14-Oct-85,Cornwall,"Par, between Par Sands + Polkerris",SX09015201,NA,7'2.6''*,2.2m,decayed,NA,1985,49,NA,02-Nov-90,23-Dec-08,942,ZK0048,ZK0048,20901005201,50.33639252,-4.684172063,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,10,14,19851014,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
3858,1985/50,S,Delphinus,delphis?,17-Oct-85,"Dyfed, Wales",Dale,SM80000500,NA,5'10'',1.78m*,decayed,NA,1985,50,NA,02-Nov-90,23-Dec-08,943,ZK0048,ZK0048,18000020500,51.7000883,-5.184090973,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,10,17,19851017,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,Common dolphin
3859,1985/51,S,Phocoena,phocoena,24-Oct-85,"Shetland Islands, Scotland",Hoswick,HU41702370,NA,NA,NA,NA,NA,1985,51,NA,02-Nov-90,23-Dec-08,2587,ZK0085,ZK0085,44170112370,59.99656262,-1.252383098,NA,NA,NA,Blue Folder,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,10,24,19851024,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,a)Common Porpoise b)1st info HU41002400 BMNH
3860,1985/52,S,Delphinus,delphis?,24-Oct-85,Cornwall,Mylor,SW80003600,NA,ca5'9'',ca1.75m*,decayed,NA,1985,52,NA,02-Nov-90,23-Dec-08,944,ZK0048,ZK0048,18000003600,50.18248231,-5.081990592,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,10,24,19851024,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
3861,1985/53,S,Phocoena,phocoena?,31-Oct-85,"Dyfed, Wales","Cefn Sidan beach, Pembrey",SN41990101,NA,ca4',ca1.22m*,"dead, good",NA,1985,53,NA,02-Nov-90,23-Dec-08,2588,ZK0085?,ZK0085?,24199020101,51.68512272,-4.286014573,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,10,31,19851031,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,Common Porpoise
3862,1985/54,S,cetacean,sp.indet.,02-Nov-85,Norfolk,Sherringham,TG14994301,NA,10'NA12',3.05mNA3.66m*,dead,NA,1985,54,NA,02-Nov-90,23-Dec-08,3089,ZK0039,ZK0149,61499034301,52.94102919,1.199934097,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,11,2,19851102,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Cetaceans
3863,1985/55,S,Phocoena,phocoena,07-Nov-85,Merseyside,"West Kirby, River Dee",SJ21018600,NA,5'5''*,1.65m,NA,teeth,1985,55,NA,02-Nov-90,23-Dec-08,2589,ZK0085,ZK0085,32101038600,53.3646944,-3.187181595,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,11,7,19851107,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
3864,1985/56,S,Delphinidae,sp.indet.,30-Nov-85,Cornwall,"Carn, midway between Carn + St Antony, Helford",SW75012600,F,NA,NA,NA,NA,1985,56,NA,02-Nov-90,23-Dec-08,969,ZK0041,ZK0082,17501002600,50.09079769,-5.145884547,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,11,30,19851130,Unknown delphinidae,un. Delphinidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified dolphins
3865,1985/57,S,Delphinus,delphis,01-Dec-85,"Shetland Islands, Scotland","Windhouse, Whalefirth, Yell",HU42402724,F,6'9'',2.06m*,"dead, good",NA,1985,57,NA,02-Nov-90,23-Dec-08,945,ZK0048,ZK0048,44240112724,60.02827763,-1.239104467,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,12,1,19851201,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Common dolphin
3866,1985/58,S,Delphinus,delphis?,03-Dec-85,Cornwall,Marazion beach,SW51013000,NA,5'9'',1.75m*,NA,NA,1985,58,NA,02-Nov-90,23-Dec-08,946,ZK0048,ZK0048,15101003000,50.11714005,-5.483442227,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,12,3,19851203,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
3867,1985/59,S,Delphinus,delphis,15-Dec-85,Devon,"Leasfoot, Thurlestone",SX66994201,NA,6'3'',1.91m*,dead,teeth,1985,59,NA,02-Nov-90,23-Dec-08,947,ZK0048,ZK0048,26699004201,50.26244892,-3.866360036,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,12,15,19851215,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
3868,1985/60,S,Phocoena,phocoena,30-Nov-85,Cumbria,Haverigg,SD15507800,NA,5'6'',1.68m*,NA,NA,1985,60,NA,02-Nov-90,23-Dec-08,2590,ZK0085,ZK0085,31550047800,54.19062695,-3.295184793,NA,NA,NA,Blue Folder,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,11,30,19851130,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
3869,1985/61,S,Globicephala,melaena,21-Dec-85,Devon,Wadham beach,SX57904690,F,ca15'4'',ca4.67m*,decayed,teeth,1985,61,NA,02-Nov-90,23-Dec-08,1518,ZK0079,ZK0079,25790004690,50.3042873,-3.995666905,NA,NA,NA,Blue Folder,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,12,21,19851221,LongNAfinned Pilot whale,Globicephala melas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Long-finned Pilot Whale
3870,1985/62,S,Delphinus,delphis,23-Dec-85,Cornwall,Polkerris beach,SX09015200,F,6'2.8''*,1.9m,dead,teeth,1985,62,NA,02-Nov-90,23-Dec-08,948,ZK0048,ZK0048,20901005200,50.33630267,-4.684166997,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,12,23,19851223,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
3871,1985/63,S,Phocoena,phocoena?,22-Dec-85,"Dyfed, Wales",Newgale beach,SM84002200,NA,3'11'',1.19m*,dead,NA,1985,63,NA,02-Nov-90,23-Dec-08,2591,ZK0085?,ZK0085?,18400022200,51.85427885,-5.136868696,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,12,22,19851222,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,Common Porpoise
3872,1986/1,S,Phocoena,phocoena,04-Jan-86,Norfolk,Sheringham,TG15014301,NA,5'4'',1.63m*,Good,Teeth,1986,1,NA,17-Oct-90,23-Dec-08,3098,ZK0085,ZK0085,61501034301,52.94102118,1.200231272,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,1,4,19860104,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
3873,1986/2,S,Delphinidae,sp.indet.,01-Jan-86,Dorset,Osmington,SY72608180,NA,6'6'',1.98m*,decayed,NA,1986,2,NA,02-Nov-90,23-Dec-08,970,ZK0041,ZK0082,37260008180,50.63466658,-2.387485509,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,1,1,19860101,Unknown delphinidae,un. Delphinidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified dolphins
3874,1986/3,S,Globicephala,melaena,03-Jan-86,Devon,Westcombe beach,SX63304570,F,16'0'',4.88m*,Good,NA,1986,3,NA,02-Nov-90,23-Dec-08,1519,ZK0079,ZK0079,26330004570,50.29477688,-3.919440558,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,1,3,19860103,LongNAfinned Pilot whale,Globicephala melas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Long-finned Pilot Whale
3875,1986/4,S,Lagenorhynchus,albirostris,06-Jan-86,"Lothian, Scotland",Dunbar,NT68007800,F,ca7',ca2.13m*,Dead,NA,1986,4,NA,02-Nov-90,23-Dec-08,217,ZK0059,ZK0059,36800067800,55.99393785,-2.513057133,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,1,6,19860106,WhiteNAbeaked dolphin,Lagenorhynchus albirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,White-beaked Dolphin
3876,1986/4a,S,Stenella,coeruleoalba,07-Jan-86,"Jersey, Channel Islands",St Ouen's Bay,WV5651,NA,6'6'',1.98m*,Good,NA,1986,4,a,02-Nov-90,23-Dec-08,615,ZK0043,ZK0043,NA,49.21175521,-2.225643242,NA,NA,NA,JREC,NA,& JREC,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,1,7,19860107,Striped dolphin,Stenella coeruleoalba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,6,NA,NA,a)Euphrosyne Dolphin b)JREC: beached; 1st info condition=Dead
3877,1986/4b,s,Lagenorhynchus,albirostris,12-Jan-86,"Orkney Islands, Scotland","Waulkmill Bay, Mainland",HY38300640,NA,NA,NA,survived,NA,1986,4,b,13-Oct-95,23-Dec-08,6075,ZK0059,ZK0059,33830100640,58.9407872,-3.072227836,NA,NA,NA,BMNH,NA,"Booth & Booth, 1994 p.27",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,1,12,19860112,WhiteNAbeaked dolphin,Lagenorhynchus albirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,"''carried into the water and eventually swam away'' Booth & Booth,    1994 p.27."
3878,1986/5,S,Delphinus,delphis?,21-Jan-86,Cornwall,"Constantine Bay, (S.side of), St Merryn, Padstow",SW85017400,NA,6'10'',2.08m*,Good,Tooth,1986,5,NA,02-Nov-90,23-Dec-08,949,ZK0048,ZK0048,18501007400,50.52562848,-5.033601421,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,1,21,19860121,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
3879,1986/6,S,Phocoena,phocoena,03-Feb-86,Norfolk,"Gorleston, Gt.Yarmouth",TG52000300,F,ca5'1'',ca1.55m*,Good,Teeth,1986,6,NA,17-Oct-90,23-Dec-08,3109,ZK0085,ZK0085,65200030300,52.56598785,1.718873334,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2,3,19860203,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
3880,1986/7,S,Phocoena,phocoena,04-Feb-86,Essex,Holland on Sea,TM20011600,M,4'11'',1.5m*,alive,NA,1986,7,NA,17-Oct-90,23-Dec-08,3110,ZK0085,ZK0085,62001021600,51.79884455,1.191194549,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2,4,19860204,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
3881,1986/8,S,Physeter,macrocephalus,04-Feb-86,"Shetland Islands, Scotland","Drid Geo (S.side), Eshaness, Mainland",HU20907900,NA,35'NA40',10.67mNA12.19m*,decayed,NA,1986,8,NA,02-Nov-90,23-Dec-08,1120,ZK0107,ZK0107,42090117900,60.49471627,-1.619565891,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2,4,19860204,Sperm whale,Physeter catodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Sperm whale
3882,1986/9,S,Stenella,coeruleoalba,11-Feb-86,Cornwall,"Watergate beach, Newquay",SW82006400,F,6'3'',1.91m*,Dead,NA,1986,9,NA,02-Nov-90,23-Dec-08,616,ZK0043,ZK0043,18200006400,50.43470352,-5.070179981,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2,11,19860211,Striped dolphin,Stenella coeruleoalba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Euphrosyne Dolphin
3883,1986/10,S,Lagenorhynchus,albirostris,02-Feb-86,"Shetland Islands, Scotland","Scarfa Taing, Muckle Roe",HU34006360,F,6.5',1.98m*,Good,Teeth,1986,10,NA,02-Nov-90,23-Dec-08,218,ZK0059,ZK0059,43400116360,60.35554712,-1.38374719,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2,2,19860202,WhiteNAbeaked dolphin,Lagenorhynchus albirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,White-beaked Dolphin
3884,1986/11,S,Grampus,griseus,15-Feb-86,Cornwall,"Wherrytown beach, Newlyn, Penzance",SW46002800,NA,7'0.5'',2.15m*,Good,Teeth,1986,11,NA,02-Nov-90,23-Dec-08,1081,ZK0074,ZK0074,14600002800,50.09706324,-5.5520623,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2,15,19860215,Risso's dolphin,Grampus griseus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Risso's Dolphin
3885,1986/12,S,odontocete,sp.indet.,Feb-86,Kent,NA,-,NA,NA,NA,decayed,NA,1986,12,NA,17-Oct-90,23-Dec-08,3099,ZK0040,ZK0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2,0,19860200,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,a)Unidentified Odontocetes b)GRef TR??
3886,1986/13,S,Lagenorhynchus,acutus,17-Feb-86,North Yorkshire,Filey,TA11018000,NA,8'5.5'',2.58m*,Good,Teeth,1986,13,NA,02-Nov-90,23-Dec-08,64,ZK0058,ZK0058,51101048000,54.2035434,-0.29791578,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2,17,19860217,WhiteNAsided dolphin,Lagenorhynchus acutus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,White-sided Dolphin
3887,1986/14,S,Delphinus,delphis,18-Feb-86,Devon,Seaton,SY24508980,NA,6'1'',1.85m*,Good,Teeth,1986,14,NA,17-Oct-90,23-Dec-08,3100,ZK0048,ZK0048,32450008980,50.70235762,-3.06925344,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2,18,19860218,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
3888,1986/15,S,Stenella,coeruleoalba,24-Feb-86,"Dyfed, Wales","Saundersfoot beach, Saundersfoot",SN13800520,NA,4'5'',1.35m*,Good,Teeth,1986,15,NA,17-Oct-90,23-Dec-08,3101,ZK0043,ZK0043,21380020520,51.71411894,-4.695642056,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2,24,19860224,Striped dolphin,Stenella coeruleoalba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,Euphrosyne Dolphin
3889,1986/15a,S,Delphinidae,sp.indet.,Early 1986,Dorset,"The Cob, Lyme Regis",SY34019200,NA,ca10',ca3.05m*,Good,NA,1986,15,a,17-Oct-90,23-Dec-08,3102,ZK0041,ZK0082,33401009200,50.72329856,-2.934983994,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,0,0,19860000,Unknown delphinidae,un. Delphinidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified dolphins
