#,Event Date,Year ,Species,Name.Current.Sci,Location,County/Region,GPS Lat,GPS Long,GridRef,Record ID,Stranding ID,Observer,Live Stranding
161,12/02/2017,2017,harbour porpoise,Phocoena phocoena,Balbriggan,Co. Dublin,53.617,-6.185,O200645,4864,2017_044,Des King -  Anna Baz -  Johnny Woodlock -  Aileen Bergin -  Amanda Keogh -  Lisa Byrne, NO
162,12/02/2017,2017,cetacean species,cetacean species,Gormanstown,Co. Meath,53.639,-6.215,,4867,2017_047,Sean Mc Laughlin, NO
163,12/02/2017,2017,common dolphin,Delphinus delphis,Tacumshin,Co. Wexford,52.191,-6.489,T033053,4877,2017_054,Jim Hurley -  Paula Roche, NO
164,11/02/2017,2017,striped dolphin,Stenella coeruleoalba,Castlegregory,Co. Kerry,52.287,-10.033,Q613169,4868,2017_045,Sean O'Callaghan, NO
165,09/02/2017,2017,common dolphin,Delphinus delphis,Garretstown,Co. Cork,51.644,-8.581,W598436,4865,2017_046,Ruth Herman, NO
166,09/02/2017,2017,bottlenose dolphin,Tursiops truncatus,Inverin,Co. Galway,53.23,-9.4,M062213,4863,2017_043,Nick Pfeiffer, NO
167,07/02/2017,2017,common or striped dolphin,common or Stenella coeruleoalba,Emlagh Beach Louisburgh,Co. Mayo,53.751,-9.908,L741796,4873,2017_051,Eoin Mc Greal, NO
168,07/02/2017,2017,common dolphin,Delphinus delphis,Falcarragh,Co. Donegal,55.14,-8.122,B922324,4862,2017-042,Lee Mc Daid -  Sandy Alcorn -  Gareth Doherty, YES
169,06/02/2017,2017,common dolphin,Delphinus delphis,Culmore Point,Co. Derry,55.042,-7.268,C467219,4869,N.I.2017_002,Richard Donaghey -  Gary Burrows/DAERA, NO
170,06/02/2017,2017,harbour porpoise,Phocoena phocoena,Inch Strand Nr. Power Head,Co. Cork,51.789,-8.177,W877596,4861,2017_041,Frances Gallagher, NO
171,05/02/2017,2017,common dolphin,Delphinus delphis,Inverin,Co. Galway,53.235,-9.417,M053213,4848,2017_029,Padraic De Bhaldraithe, NO
172,05/02/2017,2017,common dolphin,Delphinus delphis,Cahore Point,Co. Wexford,52.53,-6.213,T212439,4851,2017_032,Martha Hopkins, NO
173,05/02/2017,2017,bottlenose dolphin,Tursiops truncatus,Inverin,Co. Galway,53.234,-9.395,M068213,4852,2017_033,Robert Loftus -  Alan Kelly -  Siofra Ni Thuairisg -  Tony O'Callaghan, NO
174,05/02/2017,2017,harbour porpoise,Phocoena phocoena,Fenit Tralee Bay,Co. Kerry,52.276,-9.867,Q725154,4860,2017_040,Mike O'Neill, NO
175,04/02/2017,2017,common dolphin,Delphinus delphis,Salthill,Co. Galway,53.256,-9.095,M269234,4847,2017_028,Tony O'Callaghan -  Noirin Burke -  Cathal Clarke -  Martin Hynes -  Andy Taylor, YES
176,04/02/2017,2017,dolphin species,dolphin species,Toe Head,Co. Cork,51.489,-9.268,W119270,4854,2017_035,Tory Joyce, NO
177,03/02/2017,2017,common dolphin,Delphinus delphis,Garretstown,Co. Cork,51.644,-8.58,W598436,4849,2017_030,Steve Tobin -  Mary Hegarty, NO
178,03/02/2017,2017,common dolphin,Delphinus delphis,Bull Island,Co. Dublin,53.37,-6.14,O236371,4850,2017_031,Patrick Aspil -  Gearoid Fallon, NO
179,03/02/2017,2017,whale species,whale species,Waterville,Co. Kerry,51.841,-10.203,V481677,4855,2017_036,Lucy Hunt -  Rosemary Hill -  Orna Mac Auliffe -  Sam Reynolds -  Katy Galvin, NO
180,03/02/2017,2017,harbour porpoise,Phocoena phocoena,Ballyconneely,Co. Galway,53.42,-10.071,L623431,4856,2017_037,Dermot Breen, NO
181,03/02/2017,2017,cetacean species,cetacean species,Dog's Bay Nr. Roundstone,Co. Galway,53.381,-9.961,L695386,4857,2017_038,Dermot Breen, NO
182,03/02/2017,2017,common dolphin,Delphinus delphis,Benone Strand,Co. Derry,55.17,-6.89,C705364,4858,N.I.2017_001,Denise Magee -  Gary Burrows/DAERA, NO
183,03/02/2017,2017,common dolphin,Delphinus delphis,Ownahincha,Co. Cork,51.565,-8.997,W308352,4859,2017_039,Anne Harrington-Rees -  Sean O'Regan -  Calvin Jones -  William Helps, NO
184,02/02/2017,2017,common dolphin,Delphinus delphis,Clonakilty Bay,Co. Cork,51.594,-8.835,W421382,4845,2017_026,Mark Dougherty, NO
185,01/02/2017,2017,striped dolphin,Stenella coeruleoalba,Tramore,Co. Waterford,52.156,-7.125,S598008,4844,2017_025,Clare Scott -  Sinead Duffe -  Teresa Curley -  Ronan Flanagan, NO
186,01/02/2017,2017,common or striped dolphin,common or Stenella coeruleoalba,Dingle Harbour,Co. Kerry,52.125,-10.217,V481992,4853,2017_034,Rosy and Jim Green, NO
187,31/01/2017,2017,common dolphin,Delphinus delphis,Ballytrent Beach Rosslare,Co. Wexford,52.218,-6.336,T136086,4846,2017_027,John O'Farrell, NO
188,30/01/2017,2017,common dolphin,Delphinus delphis,Inch Strand Nr. Power Head,Co. Cork,51.792,-8.179,W876600,4843,2017_024,Frances Gallagher, NO
189,29/01/2017,2017,harbour porpoise,Phocoena phocoena,The Murrough Nr. Wicklow Town,Co. Wicklow,52.989,-6.045,T312949,4839,2017_021,Valerie Aspill -  Cormac McGrane -  Dara Stanley, NO
190,28/01/2017,2017,common dolphin,Delphinus delphis,Inch Strand Nr. Power Head,Co. Cork,51.791,-8.178,W877598,4840,2017_022,Shazia Waheed -  Frances Gallagher -  John O'Grien, NO
191,28/01/2017,2017,common dolphin,Delphinus delphis,Tralee Bay,Co. Kerry,52.248,-9.8,Q770121,4841,2017_023,Hilary Scanlon -  Paddy Dwyer, NO
192,27/01/2017,2017,common dolphin,Delphinus delphis,Roundstone Bay,Co. Galway,53.38,-9.929,L716385,4837,2017_019,Thomas O'Sullivan, NO
193,26/01/2017,2017,harbour porpoise,Phocoena phocoena,Whiting Bay Ardmore,Co. Waterford,51.95,-7.77,X156777,4838,2017_020,Patricia Hemming, NO
194,22/01/2017,2017,leatherback turtle,leatherback turtle,Kilkee,Co. Clare,52.679,-9.65,Q884599,4835,LBT22012017,Steve -  Frankie and Marie Morris, NO
195,21/01/2017,2017,common dolphin,Delphinus delphis,Ardmore Bay,Co. Waterford,51.954,-7.721,X191780,4834,2017_017,Declan McGrath -  Tadgh Connery, NO
196,20/01/2017,2017,bottlenose dolphin,Tursiops truncatus,Bertra Beach Clew Bay,Co. Mayo,53.79,-9.658,L907835,4833,2017_016,Michael O'Sullivan -  Orna Mac Auliffe, NO
197,20/01/2017,2017,harbour porpoise,Phocoena phocoena,St Margarets Beach,Co. Wexford,52.204,-6.349,T128070,4836,2017_018,Mac -  Paul Stanley, NO
198,18/01/2017,2017,common dolphin,Delphinus delphis,Lahinch,Co. Clare,52.933,-9.348,R093877,4831,2017_014,Mary Comber -  Goran Maglajic, NO
199,16/01/2017,2017,whale species,whale species,Yellow Strand,Co. Sligo,54.3444,-8.6599,G570441,4832,2017_015,Don Cotton, NO
200,15/01/2017,2017,common dolphin,Delphinus delphis,Farrihy Bay,Co. Clare,52.716,-9.616,Q908639,4828,2017_011,Frances -  Simon -  Cuan and Muireann Berrow, NO
201,15/01/2017,2017,common dolphin,Delphinus delphis,Seafield,Co. Clare,52.808,-9.484,Q999739,4829,2017_012,Pat O'Loan, NO
202,15/01/2017,2017,common dolphin,Delphinus delphis,Smerwick Harbour,Co. Kerry,52.184,-10.364,Q383061,4830,2017_013,Matt Kaufman, NO
203,14/01/2017,2017,dolphin species,dolphin species,Kenmare River,Co. Kerry,51.846,-9.651,V862672,4825,L2017_001,Gerry Enright -  Micheal Hennessy, YES
204,14/01/2017,2017,common dolphin,Delphinus delphis,Ballyheigue,Co. Kerry,52.361,-9.838,Q747248,4827,2017_010,Ger Scollard -  Anthony Dawson, NO
205,13/01/2017,2017,common dolphin,Delphinus delphis,Dungarvan Harbour,Co. Waterford,52.077,-7.62,X260917,4824,2017_009,Tom Gittings -  Pat Smiddy, YES
206,11/01/2017,2017,common dolphin,Delphinus delphis,Dingle Harbour,Co. Kerry,52.131,-10.265,Q449000,4823,2017_008,Orla Tarrant McCafferty, NO
207,10/01/2017,2017,harbour porpoise,Phocoena phocoena,Ardmore Bay,Co. Waterford,51.953,-7.722,X191779,4822,2017_007,Andrew Malcolm, NO
208,08/01/2017,2017,common dolphin,Delphinus delphis,Tarbert,Co. Kerry,52.573,-9.372,R069477,4820,2017_005,Brian Langan -  Joanne O'Brien -  Barry O'Donoghue -  Craig Allen, YES
209,07/01/2017,2017,dolphin species,dolphin species,Tullan Strand Bundoran,Co. Donegal,54.493,-8.267,G826605,4821,2017_006,Danny Cahill, NO
210,06/01/2017,2017,dolphin species,dolphin species,Duncannon Beach,Co. Wexford,52.221,-6.937,S726082,4874,L2017_002,Martin Colfer, YES
211,06/01/2017,2017,common dolphin,Delphinus delphis,Ventry,Co. Kerry,52.131,-10.367,Q379003,4816,2017_002,Clair Shannon -  Nick Massett -  Neasa Ni Bhriain, NO
212,05/01/2017,2017,white-beaked dolphin,Lagenorhynchus albirostris,Gweedore Bay,Co. Donegal,55.082,-8.304,B805261,4818,2017_004,Gareth Doherty, NO
213,01/01/2017,2017,harbour porpoise,Phocoena phocoena,Lackan Bay Nr. Kilcummin,Co. Mayo,54.279,-9.242,G191374,4815,2017_001,Martin Lynn -  Declan McGowan, NO
214,01/01/2017,2017,dolphin species,dolphin species,Inchydoney,Co. Cork,51.599,-8.855,W407388,4817,2017_003,Tricia Moroney -  Nora O'Shea, NO
215,29/12/2016,2016,common or striped dolphin,common or Stenella coeruleoalba,Clifden Bay,Co. Galway,53.487,-10.025,L656504,4814,2016_190,Damien Manning, NO
216,29/12/2016,2016,common or striped dolphin,common or Stenella coeruleoalba,Keel Beach Achill Island,Co. Mayo,53.971,-10.076,F637044,4819,2016_191,Ina Krueger, NO
217,25/12/2016,2016,pilot whale,Globicephala melas,Castlegregory,Co. Kerry,52.292,-10.032,Q613175,4812,2016_188,Cathal Geary -  Eamonn Mac an Bheatha, NO
218,22/12/2016,2016,pilot whale,Globicephala melas,Cahirciveen,Co. Kerry,51.948,-10.282,V431798,4813,2016_189,Bruce Brosnan -  Rosemary Hill, NO
219,21/12/2016,2016,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Bull Island,Co. Dublin,53.374,-6.133,O242375,4810,2016_186,Gearoid Fallon, NO
220,18/12/2016,2016,common or striped dolphin,common or Stenella coeruleoalba,Smerwick Harbour,Co. Kerry,52.176,-10.371,Q378053,4809,2016_185,Matt Kaufman, NO
221,18/12/2016,2016,harbour porpoise,Phocoena phocoena,Waterville,Co. Kerry,51.829,-10.175,V500663,4811,2016_187,Rosemary Hill, NO
222,12/12/2016,2016,common dolphin,Delphinus delphis,Garryvoe Ballycotton Bay,Co. Cork,51.854,-8.006,W995668,4806,2016_183,Pat Smiddy, NO
223,11/12/2016,2016,harbour porpoise,Phocoena phocoena,Cork Harbour,Co. Cork,51.855,-8.189,W869670,4805,2016_182,Kerry, NO
224,11/12/2016,2016,harbour porpoise,Phocoena phocoena,Ballyteige Kilmore Quay,Co. Wexford,52.174,-6.595,S961034,4808,2016_184,Tom Gallagher -  Jim Hurley, NO
225,10/12/2016,2016,common dolphin,Delphinus delphis,Mutton Island Galway Bay,Co. Galway,53.263,-9.058,M294241,4804,2016_181,Harry Hussey, NO
226,08/12/2016,2016,common dolphin,Delphinus delphis,Fenit Tralee Bay,Co. Kerry,52.275,-9.78,Q785151,4803,2016_180,Cian O'Donnell, NO
227,06/12/2016,2016,common dolphin,Delphinus delphis,Cape Clear Island,Co. Cork,51.436,-9.503,V954213,4802,2016_179,Debbie Stone, NO
228,04/12/2016,2016,harbour porpoise,Phocoena phocoena,Kilkee,Co. Clare,52.6785,-9.652,Q882598,4800,2016_177,Simon Berrow -  Dixie and John Collins, NO
229,03/12/2016,2016,harbour porpoise,Phocoena phocoena,Curracloe,Co. Wexford,52.392,-6.36,T116280,4801,2016_178,Monika Rybka, NO
230,02/12/2016,2016,harbour porpoise,Phocoena phocoena,Portballintrae,Co. Antrim,55.217,-6.547,C924420,4807,N.I.2016_011,Gary Burrows, NO
231,27/11/2016,2016,common dolphin,Delphinus delphis,Carrig Island Ballylongford,Co. Kerry,52.572,-9.506,Q979478,4798,2016_176,Orla Deegan -  Joanne O'Brien -  Barry O'Donoghue, NO
232,27/11/2016,2016,whale species,whale species,Cross Beach nr. Carrowniskey,Co. Mayo,53.71,-9.912,L737750,4799,L2016_010,Michael Gill -  Robert Tuomey -  Marian Kilcoyne, YES
233,25/11/2016,2016,common dolphin,Delphinus delphis,Tramore Bay Dunfanaghy,Co. Donegal,55.185,-7.951,C031375,4795,L2016_009,Gareth Doherty, YES
234,23/11/2016,2016,common dolphin,Delphinus delphis,Portrush,Co. Antrim,55.203,-6.656,C855403,4797,N.I.2016_010,Gary Burrows (DAERA) -  Patricia van Veen, NO
235,18/11/2016,2016,whale species,whale species,Raghly,Co. Sligo,54.33,-8.649,G577425,4794,2016_175,Don Cotton -  Aisling Cotton -  Denis Quinn, NO
236,17/11/2016,2016,common dolphin,Delphinus delphis,Inch Dingle Bay,Co. Kerry,52.135,-9.976,V647999,4792,2016_173,Lindy Mitchell -  Nick Massett, NO
237,17/11/2016,2016,northern bottlenose whale,Hyperoodon ampullatus,Raghly,Co. Sligo,54.335,-8.648,G578430,4793,2016_174,Don Cotton -  Aisling Cotton -  Will Woodrow -  Nicola Torpay -  Ciara Herity, NO
238,11/11/2016,2016,common dolphin,Delphinus delphis,White Strand Miltown Malbay,Co. Clare,52.867,-9.427,R039805,4790,2016_171,Cora O'Grady -  Jamie Storer, NO
239,05/11/2016,2016,harbour porpoise,Phocoena phocoena,Keem Achill Island,Co. Mayo,53.968,-10.192,F561043,4791,2016_172,Ina Kruger -  Tom Honeyman, NO
240,02/11/2016,2016,harbour porpoise,Phocoena phocoena,Portrush,Co. Antrim,55.2,-6.658,C854401,4788,N.I.2016_009,Gary Burrows, NO
241,29/10/2016,2016,harbour porpoise,Phocoena phocoena,Rosslare,Co. Wexford,53.283,-6.389,T099158,4785,2016_168,Lea H., NO
242,29/10/2016,2016,harbour porpoise,Phocoena phocoena,Furbo,Co. Galway,53.248,-9.201,M195225,4786,2016_169,Peter Croot -  Tony O'Callaghan, NO
243,28/10/2016,2016,harbour porpoise,Phocoena phocoena,Garretstown,Co. Cork,51.644,-8.582,W597436,4787,2016_170,Oliver O'Sullivan, NO
244,24/10/2016,2016,harbour porpoise,Phocoena phocoena,Bettystown,Co. Meath,53.691,-6.241,O161727,4783,2016_166,Jane Mulvany -  Andrew O'Donoghue -  Olga Toman, NO
245,22/10/2016,2016,striped dolphin,Stenella coeruleoalba,Ballybunion,Co. Kerry,52.501,-9.681,Q858409,4781,2016_164,Joanne O'Brien -  Barry O'Donoghue -  Donal Buckley -  Carmel Flynn -  Joe Stack, NO
246,18/10/2016,2016,harbour porpoise,Phocoena phocoena,Downings,Co. Donegal,55.192,-7.834,C105383,4782,2016_165,Katherine Fogarty, NO
247,17/10/2016,2016,harbour porpoise,Phocoena phocoena,Brittas Bay,Co. Wicklow,52.885,-6.056,T308833,4784,2016_167,Keith Scanlon, NO
248,17/10/2016,2016,common dolphin,Delphinus delphis,Camp,Co. Kerry,52.23,-9.892,Q707104,4789,L2016_008,Nick Massett, YES
249,16/10/2016,2016,dolphin species,dolphin species,Tramore,Co. Waterford,52.132,-7.223,X531980,4780,2016_163,Eoghan Dunphy, NO
250,15/10/2016,2016,common dolphin,Delphinus delphis,Keem Achill Island,Co. Mayo,53.968,-10.193,F561042,4779,2016_162,Mick Lundy -  Tom Honeyman, NO
251,12/10/2016,2016,bottlenose dolphin,Tursiops truncatus,Carrigaholt Shannon Estuary,Co. Clare,52.6155,-9.6756,Q865528,4778,2016_161,Ross and Brian Honan -  Simon Berrow, NO
252,11/10/2016,2016,harbour porpoise,Phocoena phocoena,Carnfunnock Bay Nr. Ballygalley Head,Co. Antrim,54.891,-5.842,D383068,4775,N.I.2016_008,Gary Burrows, YES
253,11/10/2016,2016,harbour porpoise,Phocoena phocoena,Balbriggan,Co. Dublin,53.613,-6.182,O203640,4777,2016_160,Gerry McIntyre, NO
254,09/10/2016,2016,harbour porpoise,Phocoena phocoena,Donaghadee,Co. Down,54.643,-5.533,J592800,4773,N.I.2016_007,Kim Mulholland -  Stephen McIlroy -  David McKnight, NO
255,09/10/2016,2016,common dolphin,Delphinus delphis,Dingle Harbour,Co. Kerry,52.133,-10.267,Q447002,4776,2016_159,Krisztina Balotay, NO
256,24/09/2016,2016,common dolphin,Delphinus delphis,Inch Dingle Bay,Co. Kerry,52.139,-9.983,Q642004,4771,2016_156,Sean O'Callaghan, NO
257,20/09/2016,2016,common dolphin,Delphinus delphis,Passage West,Co. Cork,51.878,-8.369,W745696,4770,2016_155,Carl Queen, NO
258,18/09/2016,2016,common dolphin,Delphinus delphis,Valentia Island,Co. Kerry,51.928,-10.28,V431775,4774,2016_158,Rosemary Hill, NO
259,17/09/2016,2016,common or striped dolphin,common or Stenella coeruleoalba,Mutton Island Galway Bay,Co. Galway,53.263,-9.059,M293241,4767,2016_153,Jamie Maxwell -  Andrew Shine, NO
260,17/09/2016,2016,common dolphin,Delphinus delphis,Fanore,Co. Clare,53.104,-9.3,M129067,4769,2016_154,Ger Wheeler, NO
261,14/09/2016,2016,pilot whale,Globicephala melas,Roaringwater Bay,Co. Cork,51.5058,-9.43,W007290,4766,2016_152,Diana Pitcher, NO
262,13/09/2016,2016,pilot whale,Globicephala melas,Ballyteige Kilmore Quay,Co. Wexford,52.1999,-6.6405,S929062,4768,L2016_007,Jim Hurley -  Neil Bates -  John O'Flaherty -  Michael O'Flaherty, YES
263,10/09/2016,2016,pilot whale,Globicephala melas,Barley Cove,Co. Cork,51.462,-9.762,V775247,4765,2016_151,Mary Harrap -  David Williams -  Damaris Lysaght -  Paul Rocher, NO
264,07/09/2016,2016,striped dolphin,Stenella coeruleoalba,Carne,Co. Wexford,52.1923,-6.3475,T129057,4764,2016_150,James Leigh -  Tony Murray -  Killian Mullarney, NO
265,06/09/2016,2016,harbour porpoise,Phocoena phocoena,Kilmore Quay,Co. Wexford,52.186,-6.531,T004047,4762,2016_148,Orla Bates, NO
266,06/09/2016,2016,common dolphin,Delphinus delphis,Bantry Bay,Co. Cork,51.697,-9.45,V997503,4763,2016_149,Susan Eames, NO
267,04/09/2016,2016,common dolphin,Delphinus delphis,Spanish Point,Co. Clare,52.837,-9.432,R034772,4759,2016_145,Georgina McBride, NO
268,04/09/2016,2016,striped dolphin,Stenella coeruleoalba,Dunmore East,Co. Waterford,52.135,-7.038,X658985,4760,2016_146,Clare Scott -  Conor O'Toole, NO
269,04/09/2016,2016,striped dolphin,Stenella coeruleoalba,Inch Dingle Bay,Co. Kerry,52.113,-9.956,V660974,4761,2016_147,Sean O'Callaghan, NO
270,03/09/2016,2016,common dolphin,Delphinus delphis,Salthill,Co. Galway,53.2576,-9.0858,M275235,4757,2016_143,Tony O'Callaghan -  Ger O'Donoghue -  Arthur O'Connor -  Tomasz Dabrowski -  Aoibhinn Cooley -  John Power -  Rossa Meade -  Catherine O'Sullivan, NO
271,26/08/2016,2016,common or striped dolphin,common or Stenella coeruleoalba,Doonlaughan Bay Ballyconneely,Co. Galway,53.443,-10.14,L577458,4758,2016_144,Patrick Pyper -  Mike Conroy -  Cliodhna Loughney, NO
272,20/08/2016,2016,common dolphin,Delphinus delphis,Rosslare,Co. Wexford,52.274,-6.386,T101148,4755,2016_142,Jim Harper, NO
273,19/08/2016,2016,fin whale,Balaenoptera physalus,Shankill,Co. Dublin,53.233,-6.109,O262219,4749,2016_140,Justin Ivory -  Betty Wogan -  Sarah Varian -  Deirdre and William Healy -  Conor White -  Jimmy Myler, NO
274,19/08/2016,2016,common dolphin,Delphinus delphis,Cloghane,Co. Kerry,52.239,-10.178,Q512118,4752,L2016_006,Alex Schmidt -  Tabitha Overy -  Louise Overy, YES
275,19/08/2016,2016,whale species,whale species,Kilcummin Head Killala Bay,Co. Mayo,54.25,-9.21,G208346,4753,2016_139,Caroline Tuffy -  Martin Lynn, NO
276,18/08/2016,2016,common dolphin,Delphinus delphis,Dunmore East,Co. Waterford,52.154,-6.993,S689007,4750,2016_138,Clare Scott -  Joanne Mc Carthy -  Martina O'Byrne -  Roy Willoughby., NO
277,18/08/2016,2016,harbour porpoise,Phocoena phocoena,Fountainstown,Co. Cork,51.775,-8.311,W785581,4754,2016_141,Breda O'Leary, NO
278,16/08/2016,2016,striped dolphin,Stenella coeruleoalba,Glencolumcille,Co. Donegal,54.71,-8.74,G522849,4748,2016_137,Ronan Toner, NO
279,16/08/2016,2016,common dolphin,Delphinus delphis,Shannon Estuary Outer,Co. Clare,52.6149,-9.6546,Q879528,4751,L2016_005,Isabel Baker -  Meadhbh Quinn -  Niall Mc Carthy -  Susanne Magee -  Gary Kett -  Stephanie Linehan -  Jamie Phillips -  Emer Keaveney, YES
280,11/08/2016,2016,cetacean species,cetacean species,Bunatrahir Bay Nr. Ballycastle,Co. Mayo,54.295,-9.379,G102393,4742,2016_134,Brendan Tighe, NO
281,11/08/2016,2016,common or striped dolphin,common or Stenella coeruleoalba,Ballydonegan Beara,Co. Cork,51.624,-10.064,V570432,4743,2016_135,Charlie O'Connor, NO
282,05/08/2016,2016,common dolphin,Delphinus delphis,Iniskea Islands,Co. Mayo,54.114,-10.215,F551206,4772,2016_157,Dermot Breen, NO
283,04/08/2016,2016,common or striped dolphin,common or Stenella coeruleoalba,Kenmare River,Co. Kerry,51.863,-9.681,V841692,4741,2016_133,Jan Van Soest, NO
284,02/08/2016,2016,harbour porpoise,Phocoena phocoena,Dunabrattin Head,Co. Waterford,52.138,-7.321,X465986,4740,2016_132,Daniel Coyle, NO
285,02/08/2016,2016,common dolphin,Delphinus delphis,Gyleen,Co. Cork,51.794,-8.195,W865602,4746,2016_136,Jon Hidalgo, NO
286,01/08/2016,2016,common dolphin,Delphinus delphis,Iniskea Islands,Co. Mayo,54.123,-10.204,F558216,4739,2016_131,John-Mark Dick, NO
287,31/07/2016,2016,sperm whale,Physeter macrocephalus ,Fanore,Co. Clare,53.066,-9.362,M087025,4737,2016_129,Andrea Purschke -  John Collins, NO
288,31/07/2016,2016,dolphin species,dolphin species,Roundstone Bay,Co. Galway,53.372,-9.93,L715374,4744,L2016_004,Kate Collins, YES
289,29/07/2016,2016,harbour porpoise,Phocoena phocoena,Downhill Strand,Co. Derry,55.1679,-6.8255,C748362,4736,N.I.2016_006,Alison Thompson, NO
290,24/07/2016,2016,bottlenose dolphin,Tursiops truncatus,Bartragh Island Killala Bay,Co. Mayo,54.224,-9.195,G220312,4738,2016_130,P.J. Gillespie -  Orla Hearns, NO
291,23/07/2016,2016,common dolphin,Delphinus delphis,Blacksod Bay,Co. Mayo,54.102,-10.066,F648189,4735,2016_128,Aoife Foley -  Machiel Oudejans -  Ophelie Sagnol -  Etienne Pouplard, YES
292,21/07/2016,2016,minke whale,Balaenoptera acutorostrata,St. John's Point,Co. Down,54.227,-5.657,J527334,4734,N.I.2016_005,Chris Murphy, NO
293,20/07/2016,2016,pilot whale,Globicephala melas,Cliffoney Beach,Co. Sligo,54.439,-8.47,G694546,4732,2016_127,Brian O'Keeffe, NO
294,19/07/2016,2016,common dolphin,Delphinus delphis,Creadon Head,Co. Waterford,52.177,-6.953,S716032,4729,2016_124,Sam Duffy -  Tricia Bradfield, YES
295,19/07/2016,2016,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,White Park Bay,Co. Antrim,55.234,-6.396,D020441,4733,N.I.2016_004,Emma Johnston, NO
296,18/07/2016,2016,common dolphin,Delphinus delphis,Garryvoe Ballycotton Bay,Co. Cork,51.863,-7.985,X010678,4727,2016_122,Pat Smiddy, NO
