"","X","S.W.No.","Name.Current.Sci","Name.Common","Latitude","Longitude","County","Year","Date"
"6658",7879,"1998/041","Balaenoptera acutorostrata","minke whale",55.1918,-7.6,"Co. Donegal",1998,"18/10/1998"
"6659",7880,"SW1998/184","Phocoena phocoena","Harbour porpoise",50.31536943,-4.0818267,"Devon",1998,"19/10/1998"
"6660",7882,"SW1998/184a","Phocoena phocoena","Harbour porpoise",50.0387865,-5.2697461,"Cornwall",1998,"22/10/1998"
"6661",7883,"SW1998/185","Phocoena phocoena","Harbour porpoise",50.30981179,-4.0401457,"Devon",1998,"23/10/1998"
"6662",7884,"SW1998/185a","Phocoena phocoena","Harbour porpoise",55.77892927,-5.0985842,"Argyll and Bute",1998,"23/10/1998"
"6663",7885,"SW1998/185b","Delphinus delphis","Short-beaked common dolphin",56.77337663,-2.400913,"Aberdeenshire",1998,"24/10/1998"
"6664",7886,"SW1998/185c","Lagenorhynchus acutus","Atlantic white-sided dolphin",57.48345504,-6.4487689,"Highland",1998,"24/10/1998"
"6665",7887,"1998/043","Lagenorhynchus acutus","Atlantic white-sided dolphin",53.83,-9.608,"Co. Mayo",1998,"24/10/1998"
"6666",7888,"SW1998/186","Delphinus delphis","Short-beaked common dolphin",50.63455388,-2.4200108,"Dorset",1998,"25/10/1998"
"6667",7890,"SW1998/186b","Balaenoptera acutorostrata","Minke whale",57.69819307,-2.9899553,"Moray",1998,"29/10/1998"
"6668",7891,"SW1998/186d","Balaenoptera acutorostrata","Minke whale",55.54987751,-5.7054769,"Argyll and Bute",1998,"02/11/1998"
"6669",7892,"SW1998/187","Phocoena phocoena","Harbour porpoise",52.95813438,1.09411,"Norfolk",1998,"03/11/1998"
"6670",7893,"SW1998/188","Phocoena phocoena","Harbour porpoise",52.5283461,-4.0551649,"Ceredigion",1998,"06/11/1998"
"6671",7894,"SW1998/189","Hyperoodon ampullatus","Northern bottlenose whale",53.37902831,-3.1922412,"Wirral",1998,"06/11/1998"
"6672",7895,"SW1998/189a","Phocoena phocoena","Harbour porpoise",57.2394195,-5.8884727,"Highland",1998,"06/11/1998"
"6673",7896,"SW1998/190","Phocoena phocoena","Harbour porpoise",51.64142039,-4.8040871,"Pembrokeshire",1998,"09/11/1998"
"6674",7897,"SW1998/191","Phocoena phocoena","Harbour porpoise",52.41715873,-4.088229,"Ceredigion",1998,"09/11/1998"
"6675",7898,"SW1998/192","Grampus griseus","Risso's dolphin",50.86182471,-4.5566203,"Cornwall",1998,"10/11/1998"
"6676",7900,"1998/044","Phocoena phocoena","harbour porpoise",52.082,-9.97,"Co. Kerry",1998,"11/11/1998"
"6677",7901,"SW1998/193","Delphinus delphis","Short-beaked common dolphin",52.48973537,-4.0518907,"Ceredigion",1998,"13/11/1998"
"6678",7902,"SW1998/194","Delphinus delphis","Short-beaked common dolphin",50.83756642,-4.5552938,"Cornwall",1998,"17/11/1998"
"6679",7903,"SW1998/195","Delphinus delphis","Short-beaked common dolphin",50.10984518,-5.5460132,"Cornwall",1998,"18/11/1998"
"6680",7904,"SW1998/196","Delphinus delphis","Short-beaked common dolphin",50.12834471,-5.4997928,"Cornwall",1998,"20/11/1998"
"6681",7905,"SW1998/197","Stenella coeruleoalba","Striped dolphin",51.6071359,-4.9189851,"Pembrokeshire",1998,"25/11/1998"
"6682",7906,"SW1998/197a","Phocoena phocoena","Harbour porpoise",54.95337509,-5.0690619,"Dumfries and Galloway",1998,"26/11/1998"
"6683",7907,"SW1998/198","Phocoena phocoena","Harbour porpoise",52.52554806,-4.0609317,"Ceredigion",1998,"27/11/1998"
"6684",7908,"SW1998/199","Globicephala melas","Long-finned pilot whale",50.33801425,-4.7265733,"Cornwall",1998,"27/11/1998"
"6685",7909,"SW1998/199a","Delphinus delphis","Short-beaked common dolphin",57.3445639,-7.3988681,"Western Isles",1998,"29/11/1998"
"6686",7911,"SW1998/199e","Tursiops truncatus","Bottlenose dolphin",49.18332471,-2.0339727,"Jersey",1998,"01/12/1998"
"6687",7912,"1998/045","Physeter macrocephalus","sperm whale",54.9386,-8.4594,"Co. Donegal",1998,"01/12/1998"
"6688",7913,"SW1998/199c","Lagenorhynchus albirostris","White-beaked dolphin",56.00458977,-2.5436697,"East Lothian",1998,"03/12/1998"
"6689",7914,"SW1998/199d","Phocoena phocoena","Harbour porpoise",60.05901565,-1.3443773,"Shetland",1998,"04/12/1998"
"6690",7915,"SW1998/200","Stenella coeruleoalba","Striped dolphin",51.43518457,-2.8690161,"North Somerset",1998,"05/12/1998"
"6691",7916,"SW1998/201","Globicephala melas","Long-finned pilot whale",50.24398258,-4.7843307,"Cornwall",1998,"05/12/1998"
"6692",7917,"1998/046","Globicephala melas","pilot whale",51.5477,-9.6441,"Co. Cork",1998,"05/12/1998"
"6693",7918,"SW1998/202","Delphinus delphis","Short-beaked common dolphin",50.15819775,-5.013207,"Cornwall",1998,"08/12/1998"
"6694",7919,"SW1998/203","Phocoena phocoena","Harbour porpoise",50.12710928,-5.5108996,"Cornwall",1998,"08/12/1998"
"6695",7920,"SW1998/204","Phocoena phocoena","Harbour porpoise",51.85017563,-5.1220585,"Pembrokeshire",1998,"10/12/1998"
"6696",7922,"SW1998/206","Phocoena phocoena","Harbour porpoise",50.33937214,-4.7069715,"Cornwall",1998,"13/12/1998"
"6697",7923,"SW1998/206a","Phocoena phocoena","Harbour porpoise",54.63029221,-1.1169402,"Redcar and Cleveland",1998,"13/12/1998"
"6698",7924,"SW1998/207","Phocoena phocoena","Harbour porpoise",53.18652669,-4.2077632,"Gwynedd",1998,"14/12/1998"
"6699",7925,"SW1998/207b","Grampus griseus","Risso's dolphin",58.36883767,-6.5427421,"Western Isles",1998,"14/12/1998"
"6700",7926,"SW1998/207a","Phocoena phocoena","Harbour porpoise",56.46465773,-2.8602418,"City of Dundee",1998,"15/12/1998"
"6701",7927,"SW1998/208","Phocoena phocoena","Harbour porpoise",55.09255663,-1.4797439,"Northumberland",1998,"16/12/1998"
"6702",7928,"SW1998/209","Stenella coeruleoalba","Striped dolphin",50.12538372,-5.4785829,"Cornwall",1998,"17/12/1998"
"6703",7929,"SW1998/210","Delphinus delphis","Short-beaked common dolphin",51.66455614,-5.0658767,"Pembrokeshire",1998,"18/12/1998"
"6704",7930,"SW1998/211","Phocoena phocoena","Harbour porpoise",50.8078715,-0.3719029,"West Sussex",1998,"18/12/1998"
"6705",7932,"SW1998/211b","Phocoena phocoena","Harbour porpoise",56.06387923,-3.1870114,"Fife",1998,"21/12/1998"
"6706",7933,"SW1998/211c","Phocoena phocoena","Harbour porpoise",56.06387923,-3.1870114,"Fife",1998,"21/12/1998"
"6707",7934,"SW1998/211d","Phocoena phocoena","Harbour porpoise",56.06387923,-3.1870114,"Fife",1998,"21/12/1998"
"6708",7935,"SW1998/211a","Phocoena phocoena","Harbour porpoise",54.58784505,-0.9770209,"Redcar and Cleveland",1998,"22/12/1998"
"6709",7936,"1998/047","Lagenorhynchus acutus","Atlantic white-sided dolphin",55.1801,-7.9066,"Co. Donegal",1998,"22/12/1998"
"6710",7937,"SW1998/212","Grampus griseus","Risso's dolphin",51.84400603,-5.1172745,"Pembrokeshire",1998,"23/12/1998"
"6711",7938,"SW1998/213","Phocoena phocoena","Harbour porpoise",50.12358811,-5.4784526,"Cornwall",1998,"26/12/1998"
"6712",7939,"SW1998/213a","Lagenorhynchus albirostris","White-beaked dolphin",59.17580748,-3.1093244,"Orkney",1998,"26/12/1998"
"6713",7941,"SW1998/214a","Phocoena phocoena","Harbour porpoise",57.83622709,-3.8275621,"Highland",1998,"28/12/1998"
"6714",7942,"1998/048","Globicephala melas","pilot whale",52.3086,-9.8481,"Co. Kerry",1998,"28/12/1998"
"6715",7943,"SW1998/214b","Lagenorhynchus acutus","Atlantic white-sided dolphin",60.20911889,-1.3720601,"Shetland",1998,"30/12/1998"
"6716",7945,"SW1999/1","Ziphius cavirostris","Cuvier's beaked whale",53.00940737,-4.3925244,"Gwynedd",1999,"01/01/1999"
"6717",7947,"1999/002","Delphinus delphis","common dolphin",54.103,-10.068,"Co. Mayo",1999,"01/01/1999"
"6718",7948,"SW1999/1a","Physeter macrocephalus","Sperm whale",60.15147784,-1.0435151,"Shetland",1999,"03/01/1999"
"6719",7951,"SW1999/4","Globicephala melas","Long-finned pilot whale",50.12859725,-5.4914132,"Cornwall",1999,"05/01/1999"
"6720",7952,"SW1999/4a","Phocoena phocoena","Harbour porpoise",55.3877998,-1.6053282,"Northumberland",1999,"05/01/1999"
"6721",7953,"1999/003","Phocoena phocoena","harbour porpoise",51.8278,-8.2472,"Co. Cork",1999,"06/01/1999"
"6722",7954,"SW1999/5","Delphinus delphis","Short-beaked common dolphin",50.36700989,-4.6396265,"Cornwall",1999,"07/01/1999"
"6723",7956,"SW1999/9","Delphinus delphis","Short-beaked common dolphin",50.03812412,-5.2613192,"Cornwall",1999,"07/01/1999"
"6724",7957,"SW1999/6a","Delphinus delphis","Short-beaked common dolphin",51.10189878,-4.2084003,"Devon",1999,"08/01/1999"
"6725",7958,"SW1999/7","Phocoena phocoena","Harbour porpoise",55.07264096,-1.4471105,"North Tyneside",1999,"09/01/1999"
"6726",7959,"SW1999/7a","Balaenoptera acutorostrata","Minke whale",57.97051934,-3.979817,"Highland",1999,"09/01/1999"
"6727",7961,"SW1999/8","Phocoena phocoena","Harbour porpoise",52.02116791,-4.9079753,"Pembrokeshire",1999,"13/01/1999"
"6728",7962,"SW1999/8a","Phocoena phocoena","Harbour porpoise",55.44433313,-5.7161346,"Argyll and Bute",1999,"14/01/1999"
"6729",7963,"SW1999/8b","Phocoena phocoena","Harbour porpoise",55.214211,-4.881542,"South Ayrshire",1999,"14/01/1999"
"6730",7964,"SW1999/9a","Lagenorhynchus albirostris","White-beaked dolphin",53.44026559,0.1983123,"Lincolnshire",1999,"16/01/1999"
"6731",7965,"SW1999/10","Phocoena phocoena","Harbour porpoise",55.26634302,-1.5656125,"Northumberland",1999,"17/01/1999"
"6732",7966,"SW1999/10a","Phocoena phocoena","Harbour porpoise",55.53488303,-4.6560792,"South Ayrshire",1999,"18/01/1999"
"6733",7969,"SW1999/13","Globicephala melas","Long-finned pilot whale",50.24650239,-3.9553759,"Devon",1999,"19/01/1999"
"6734",7970,"SW1999/14","Phocoena phocoena","Harbour porpoise",53.35821359,0.2587153,"Lincolnshire",1999,"20/01/1999"
"6735",7971,"SW1999/12","Globicephala melas","Long-finned pilot whale",51.64641869,-4.8578917,"Pembrokeshire",1999,"20/01/1999"
"6736",7972,"SW1999/15","Delphinus delphis","Short-beaked common dolphin",50.33540832,-4.1178389,"Devon",1999,"21/01/1999"
"6737",7973,"SW1999/15a","Phocoena phocoena","Harbour porpoise",56.0261569,-3.3591698,"Fife",1999,"24/01/1999"
"6738",7975,"SW1999/16","Delphinus delphis","Short-beaked common dolphin",50.31496495,-4.1042866,"Devon",1999,"25/01/1999"
"6739",7976,"SW1999/16a","Physeter macrocephalus","Sperm whale",57.59136119,-7.5192989,"Western Isles",1999,"25/01/1999"
"6740",7977,"SW1999/17a","Phocoena phocoena","Harbour porpoise",55.38957654,-1.5989955,"Northumberland",1999,"27/01/1999"
"6741",7978,"SW1999/17","Phocoena phocoena","Harbour porpoise",54.07171363,-0.1964675,"East Riding of Yorkshire",1999,"28/01/1999"
"6742",7979,"1999/006","Phocoena phocoena","harbour porpoise",51.8104,-8.3052,"Co. Cork",1999,"28/01/1999"
"6743",7980,"SW1999/18","Globicephala melas","Long-finned pilot whale",50.29066296,-5.239245,"Cornwall",1999,"29/01/1999"
"6744",7981,"SW1999/19","Globicephala melas","Long-finned pilot whale",50.20940893,-5.4061811,"Cornwall",1999,"29/01/1999"
"6745",7982,"SW1999/19a","Delphinus delphis","Short-beaked common dolphin",49.8324841,-2.1931611,"Jersey",1999,"29/01/1999"
"6746",7983,"1999/007","Phocoena phocoena","harbour porpoise",51.8104,-8.3052,"Co. Cork",1999,"29/01/1999"
"6747",7985,"1999/009","Delphinus delphis","common dolphin",52.1089,-9.9712,"Co. Kerry",1999,"31/01/1999"
"6748",7986,"1999/008","Phocoena phocoena","harbour porpoise",52.0645,-9.9401,"Co. Kerry",1999,"31/01/1999"
"6749",7987,"SW1999/21","Phocoena phocoena","Harbour porpoise",50.09021957,-5.3277897,"Cornwall",1999,"02/02/1999"
"6750",7988,"1999/011","Delphinus delphis","common dolphin",54.2,-9.97,"Co. Mayo",1999,"02/02/1999"
"6751",7989,"1999/010","Delphinus delphis","common dolphin",54.1291,-10.0812,"Co. Mayo",1999,"02/02/1999"
"6752",7990,"SW1999/22","Delphinus delphis","Short-beaked common dolphin",50.71807184,-2.7905163,"Dorset",1999,"03/02/1999"
"6753",7991,"SW1999/22a","Phocoena phocoena","Harbour porpoise",56.02939813,-3.4684201,"Fife",1999,"03/02/1999"
"6754",7992,"SW1999/22b","Phocoena phocoena","Harbour porpoise",55.35858339,-4.7815535,"South Ayrshire",1999,"04/02/1999"
"6755",7993,"SW1999/22c","Physeter macrocephalus","Sperm whale",58.33483474,-6.6871752,"Western Isles",1999,"05/02/1999"
"6756",7994,"SW1999/22d","Grampus griseus","Risso's dolphin",57.19767798,-7.4237824,"Western Isles",1999,"05/02/1999"
"6757",7995,"SW1999/23","Phocoena phocoena","Harbour porpoise",55.14934017,-1.5198064,"Northumberland",1999,"09/02/1999"
"6758",7998,"SW1999/25a","Phocoena phocoena","Harbour porpoise",56.35199096,-2.7767863,"Fife",1999,"12/02/1999"
"6759",7999,"SW1999/26","Phocoena phocoena","Harbour porpoise",50.34318684,-4.4541501,"Cornwall",1999,"13/02/1999"
"6760",8001,"SW1999/27","Delphinus delphis","Short-beaked common dolphin",50.1183935,-5.5312521,"Cornwall",1999,"15/02/1999"
"6761",8002,"SW1999/27a","Phocoena phocoena","Harbour porpoise",56.01595397,-3.3876902,"Fife",1999,"15/02/1999"
"6762",8004,"1999/012","Stenella coeruleoalba","striped dolphin",54.3074,-8.5845,"Co. Sligo",1999,"15/02/1999"
"6763",8005,"SW1999/28","Phocoena phocoena","Harbour porpoise",50.8357695,-4.5551956,"Cornwall",1999,"16/02/1999"
"6764",8006,"SW1999/29","Delphinus delphis","Short-beaked common dolphin",52.16158644,-4.4696127,"Ceredigion",1999,"16/02/1999"
"6765",8007,"SW1999/30","Delphinus delphis","Short-beaked common dolphin",50.22320492,-5.3959453,"Cornwall",1999,"17/02/1999"
"6766",8008,"SW1999/30a","Phocoena phocoena","Harbour porpoise",55.16130276,-5.2342264,"South Ayrshire",1999,"17/02/1999"
"6767",8009,"1999/013","Phocoena phocoena","harbour porpoise",51.7927,-8.1746,"Co. Cork",1999,"17/02/1999"
"6768",8010,"SW1999/30b","Globicephala melas","Long-finned pilot whale",58.78701624,-2.9809728,"Orkney",1999,"18/02/1999"
"6769",8011,"SW1999/31","Grampus griseus","Risso's dolphin",50.32892103,-4.224351,"Cornwall",1999,"20/02/1999"
"6770",8012,"SW1999/32","Phocoena phocoena","Harbour porpoise",55.37432013,-1.6054624,"Northumberland",1999,"20/02/1999"
"6771",8013,"SW1999/32a","Lagenorhynchus albirostris","White-beaked dolphin",58.59770018,-3.5143096,"Highland",1999,"20/02/1999"
"6772",8014,"SW1999/32c","Delphinus delphis","Short-beaked common dolphin",56.46327538,-6.9721062,"Argyll and Bute",1999,"20/02/1999"
"6773",8015,"1999/014","Phocoena phocoena","harbour porpoise",52.6797,-9.6715,"Co. Clare",1999,"20/02/1999"
"6774",8016,"SW1999/32b","Stenella coeruleoalba","Striped dolphin",58.59770018,-3.5143096,"Highland",1999,"21/02/1999"
"6775",8017,"1999/015","Delphinus delphis","common dolphin",55.0268,-8.3917,"Co. Donegal",1999,"21/02/1999"
"6776",8018,"SW1999/33","Phocoena phocoena","Harbour porpoise",53.08709056,0.3296213,"Lincolnshire",1999,"22/02/1999"
"6777",8020,"1999/016","Delphinus delphis","common dolphin",52.6797,-9.6715,"Co. Clare",1999,"22/02/1999"
"6778",8021,"SW1999/35","Phocoena phocoena","Harbour porpoise",52.24865781,-4.253197,"Ceredigion",1999,"23/02/1999"
"6779",8022,"SW1999/35a","Phocoena phocoena","Harbour porpoise",56.19944134,-2.8800872,"Fife",1999,"24/02/1999"
"6780",8023,"SW1999/36","Phocoena phocoena","Harbour porpoise",50.47072788,-5.0344537,"Cornwall",1999,"27/02/1999"
"6781",8024,"SW1999/36b","Ziphius cavirostris","Cuvier's beaked whale",57.57135418,-7.4827553,"Western Isles",1999,"27/02/1999"
"6782",8025,"SW1999/36c","Globicephala melas","Long-finned pilot whale",57.66048068,-7.2712091,"Western Isles",1999,"27/02/1999"
"6783",8026,"SW1999/36d","Lagenorhynchus acutus","Atlantic white-sided dolphin",57.67398562,-7.3353278,"Western Isles",1999,"28/02/1999"
"6784",8027,"SW1999/36a","Phocoena phocoena","Harbour porpoise",52.42083059,-4.08399,"Ceredigion",1999,"01/03/1999"
"6785",8029,"1999/017","Phocoena phocoena","harbour porpoise",51.8104,-8.3197,"Co. Cork",1999,"02/03/1999"
"6786",8030,"SW1999/38","Globicephala melas","Long-finned pilot whale",50.08249768,-5.31467,"Cornwall",1999,"03/03/1999"
"6787",8031,"SW1999/39","Phocoena phocoena","Harbour porpoise",52.77185453,1.6362976,"Norfolk",1999,"03/03/1999"
"6788",8032,"SW1999/40","Phocoena phocoena","Harbour porpoise",51.50066849,-0.119658,"Greater London",1999,"04/03/1999"
"6789",8033,"SW1999/41","Delphinus delphis","Short-beaked common dolphin",50.03363402,-5.2610148,"Cornwall",1999,"04/03/1999"
"6790",8034,"SW1999/42","Phocoena phocoena","Harbour porpoise",53.15497585,0.3527436,"Lincolnshire",1999,"05/03/1999"
"6791",8035,"SW1999/43","Phocoena phocoena","Harbour porpoise",53.29454484,-4.5615241,"Anglesey",1999,"05/03/1999"
"6792",8036,"SW1999/43a","Globicephala melas","Long-finned pilot whale",57.55429498,-7.3562772,"Western Isles",1999,"06/03/1999"
"6793",8038,"SW1999/44","Phocoena phocoena","Harbour porpoise",53.57023335,-0.0366287,"North East Lincolnshire",1999,"08/03/1999"
"6794",8039,"SW1999/44a","Phocoena phocoena","Harbour porpoise",52.2110126,-4.3391296,"Ceredigion",1999,"08/03/1999"
"6795",8040,"SW1999/45","Balaenoptera acutorostrata","Minke whale",51.80044719,1.1984171,"Essex",1999,"09/03/1999"
"6796",8041,"SW1999/46","Phocoena phocoena","Harbour porpoise",55.22126394,-1.5268012,"Northumberland",1999,"10/03/1999"
"6797",8042,"SW1999/47","Delphinus delphis","Short-beaked common dolphin",50.00591637,-5.1572273,"Cornwall",1999,"12/03/1999"
"6798",8043,"SW1999/48","Phocoena phocoena","Harbour porpoise",52.19857702,1.6734483,"Suffolk",1999,"12/03/1999"
"6799",8044,"SW1999/48a","Phocoena phocoena","Harbour porpoise",56.27353491,-2.0742887,"City of Aberdeen",1999,"12/03/1999"
"6800",8045,"SW1999/48b","Lagenorhynchus albirostris","White-beaked dolphin",56.06617861,-2.7870926,"East Lothian",1999,"13/03/1999"
"6801",8046,"1999/018","Globicephala melas","pilot whale",53.8443,-9.9151,"Co. Mayo",1999,"13/03/1999"
"6802",8047,"SW1999/48c","Phocoena phocoena","Harbour porpoise",60.15041809,-1.151624,"Shetland",1999,"14/03/1999"
"6803",8048,"SW1999/48d","Phocoena phocoena","Harbour porpoise",57.11624627,-7.3919878,"Western Isles",1999,"14/03/1999"
"6804",8052,"SW1999/50","Phocoena phocoena","Harbour porpoise",52.69110307,-4.0554022,"Gwynedd",1999,"15/03/1999"
"6805",8053,"SW1999/51","Tursiops truncatus","Bottlenose dolphin",50.29521475,-3.9201603,"Devon",1999,"15/03/1999"
"6806",8054,"SW1999/52","Stenella coeruleoalba","Striped dolphin",52.69918947,-4.0557822,"Gwynedd",1999,"15/03/1999"
"6807",8056,"1999/019","Phocoena phocoena","harbour porpoise",54.2506,-5.684,"Co. Down",1999,"17/03/1999"
"6808",8057,"1999/020","Tursiops truncatus","bottlenose dolphin",51.6491,-10.0524,"Co. Cork",1999,"17/03/1999"
"6809",8058,"SW1999/53a","Stenella coeruleoalba","Striped dolphin",56.51117212,-6.1737885,"Argyll and Bute",1999,"18/03/1999"
"6810",8060,"SW1999/54","Phocoena phocoena","Harbour porpoise",53.57228504,0.1069689,"East Riding of Yorkshire",1999,"19/03/1999"
"6811",8061,"SW1999/54a","Phocoena phocoena","Harbour porpoise",57.33822958,-1.9966772,"Aberdeenshire",1999,"19/03/1999"
"6812",8062,"1999/021","Phocoena phocoena","harbour porpoise",51.7385,-8.3192,"Co. Cork",1999,"19/03/1999"
"6813",8064,"1999/023","Lagenorhynchus acutus","Atlantic white-sided dolphin",55.0988,-8.3297,"Co. Donegal",1999,"21/03/1999"
"6814",8065,"SW1999/55","Phocoena phocoena","Harbour porpoise",50.3474329,-5.1376568,"Cornwall",1999,"22/03/1999"
"6815",8066,"SW1999/56","Phocoena phocoena","Harbour porpoise",52.84824121,-4.1192601,"Gwynedd",1999,"22/03/1999"
"6816",8067,"SW1999/57","Phocoena phocoena","Harbour porpoise",52.82831947,0.409283,"Norfolk",1999,"22/03/1999"
"6817",8068,"SW1999/57a","Phocoena phocoena","Harbour porpoise",60.09818807,-1.2788567,"Shetland",1999,"22/03/1999"
"6818",8069,"SW1999/57b","Tursiops truncatus","Bottlenose dolphin",56.35393575,-5.8495974,"Argyll and Bute",1999,"22/03/1999"
"6819",8070,"SW1999/58","Phocoena phocoena","Harbour porpoise",52.99727873,-4.414211,"Gwynedd",1999,"22/03/1999"
"6820",8071,"SW1999/60","Phocoena phocoena","Harbour porpoise",52.51479155,-4.0589542,"Ceredigion",1999,"23/03/1999"
"6821",8072,"SW1999/61","Phocoena phocoena","Harbour porpoise",55.24578967,-1.5482183,"Northumberland",1999,"24/03/1999"
"6822",8073,"1999/024","Lagenorhynchus acutus","Atlantic white-sided dolphin",55.2163,-6.5396,"North Channel",1999,"24/03/1999"
"6823",8074,"SW1999/62","Delphinus delphis","Short-beaked common dolphin",50.34783678,-5.1559619,"Cornwall",1999,"26/03/1999"
"6824",8075,"SW1999/62a","Grampus griseus","Risso's dolphin",50.3549318,-4.2747785,"Cornwall",1999,"26/03/1999"
"6825",8076,"SW1999/62b","Phocoena phocoena","Harbour porpoise",60.21708708,-1.348444,"Shetland",1999,"26/03/1999"
"6826",8077,"SW1999/63","Phocoena phocoena","Harbour porpoise",51.7396502,-4.5595299,"Carmarthenshire",1999,"29/03/1999"
"6827",8078,"SW1999/64","Delphinus delphis","Short-beaked common dolphin",50.03104971,-5.3516303,"Cornwall",1999,"29/03/1999"
"6828",8080,"SW1999/66","Delphinus delphis","Short-beaked common dolphin",50.22976414,-4.8143564,"Cornwall",1999,"30/03/1999"
"6829",8082,"SW1999/66b","Tursiops truncatus","Bottlenose dolphin",57.73869169,-3.9217653,"Highland",1999,"30/03/1999"
"6830",8085,"SW1999/68a","Delphinus delphis","Short-beaked common dolphin",50.14885986,-4.9916176,"Cornwall",1999,"31/03/1999"
"6831",8086,"SW1999/69","Phocoena phocoena","Harbour porpoise",50.19732743,-4.9610106,"Cornwall",1999,"02/04/1999"
"6832",8087,"SW1999/69a","Phocoena phocoena","Harbour porpoise",52.2904643,-4.1819897,"Ceredigion",1999,"03/04/1999"
"6833",8088,"SW1999/69b","Phocoena phocoena","Harbour porpoise",57.44235266,-5.8099466,"Highland",1999,"03/04/1999"
"6834",8091,"SW1999/70b","Tursiops truncatus","Bottlenose dolphin",49.25672691,-2.2249391,"Jersey",1999,"04/04/1999"
"6835",8093,"SW1999/71","Phocoena phocoena","Harbour porpoise",53.71278595,-0.5073796,"East Riding of Yorkshire",1999,"05/04/1999"
"6836",8094,"SW1999/71a","Stenella coeruleoalba","Striped dolphin",60.17326495,-1.2159262,"Shetland",1999,"05/04/1999"
"6837",8095,"SW1999/72","Delphinus delphis","Short-beaked common dolphin",50.32827987,-4.6416949,"Cornwall",1999,"06/04/1999"
"6838",8096,"SW1999/72a","Phocoena phocoena","Harbour porpoise",57.56976127,-4.0366077,"Highland",1999,"07/04/1999"
"6839",8097,"SW1999/72b","Stenella coeruleoalba","Striped dolphin",60.17415217,-1.2141024,"Shetland",1999,"07/04/1999"
"6840",8098,"SW1999/72c.1","Phocoena phocoena","Harbour porpoise",55.1596814,-5.2680187,"South Ayrshire",1999,"08/04/1999"
"6841",8099,"SW1999/72c.2","Phocoena phocoena","Harbour porpoise",55.1596814,-5.2680187,"South Ayrshire",1999,"08/04/1999"
"6842",8100,"SW1999/72d","Phocoena phocoena","Harbour porpoise",57.51763391,-4.1455926,"Highland",1999,"09/04/1999"
"6843",8101,"SW1999/73","Delphinus delphis","Short-beaked common dolphin",50.55528823,-2.4517776,"Dorset",1999,"10/04/1999"
"6844",8102,"SW1999/74","Phocoena phocoena","Harbour porpoise",53.39016212,0.2333323,"Lincolnshire",1999,"10/04/1999"
"6845",8103,"1999/025","Delphinus delphis","common dolphin",52.6797,-9.6715,"Co. Clare",1999,"11/04/1999"
"6846",8105,"SW1999/76","Phocoena phocoena","Harbour porpoise",51.67548443,-4.3143169,"Carmarthenshire",1999,"12/04/1999"
"6847",8106,"SW1999/76a","Phocoena phocoena","Harbour porpoise",56.03449893,-3.4926915,"Fife",1999,"12/04/1999"
"6848",8107,"1999/026","Delphinus delphis","common dolphin",55.1531,-8.0949,"Co. Donegal",1999,"12/04/1999"
"6849",8108,"SW1999/77","Phocoena phocoena","Harbour porpoise",52.23546696,1.6442619,"Suffolk",1999,"13/04/1999"
"6850",8109,"SW1999/78","Delphinus delphis","Short-beaked common dolphin",52.30802017,-4.1564445,"Ceredigion",1999,"13/04/1999"
"6851",8110,"SW1999/78a","Phocoena phocoena","Harbour porpoise",55.98285394,-4.8053836,"Argyll and Bute",1999,"13/04/1999"
"6852",8112,"SW1999/80a","Grampus griseus","Risso's dolphin",58.5965903,-3.373147,"Highland",1999,"14/04/1999"
"6853",8115,"1999/027","Stenella coeruleoalba","striped dolphin",54.343,-8.6465,"Co. Sligo",1999,"15/04/1999"
"6854",8116,"1999/028","Stenella coeruleoalba","striped dolphin",54.343,-8.6465,"Co. Sligo",1999,"15/04/1999"
"6855",8118,"SW1999/83a","Phocoena phocoena","Harbour porpoise",57.68335938,-3.4944303,"Moray",1999,"16/04/1999"
"6856",8119,"SW1999/84","Delphinus delphis","Short-beaked common dolphin",50.59185761,-4.833079,"Cornwall",1999,"17/04/1999"
"6857",8120,"SW1999/86","Balaenoptera acutorostrata","Minke whale",53.93195145,-0.1689849,"East Riding of Yorkshire",1999,"19/04/1999"
"6858",8121,"SW1999/86a","Mesoplodon bidens","Sowerby's beaked whale",59.24773559,-2.8626662,"Orkney",1999,"19/04/1999"
"6859",8122,"SW1999/88.1","Phocoena phocoena","Harbour porpoise",54.72560092,-1.2561825,"Durham",1999,"19/04/1999"
"6860",8123,"SW1999/88.2","Phocoena phocoena","Harbour porpoise",54.72560092,-1.2561825,"Durham",1999,"19/04/1999"
"6861",8124,"SW1999/88a","Phocoena phocoena","Harbour porpoise",53.60407549,-3.0655591,"Sefton",1999,"19/04/1999"
"6862",8125,"SW1999/90","Delphinus delphis","Short-beaked common dolphin",50.36018391,-4.3720589,"Cornwall",1999,"20/04/1999"
"6863",8126,"SW1999/90a","Phocoena phocoena","Harbour porpoise",56.40812303,-5.5404102,"Argyll and Bute",1999,"20/04/1999"
"6864",8127,"SW1999/87","Delphinus delphis","Short-beaked common dolphin",50.32094786,-4.7635351,"Cornwall",1999,"20/04/1999"
"6865",8129,"SW1999/94","Phocoena phocoena","Harbour porpoise",53.29069428,-4.5732996,"Anglesey",1999,"21/04/1999"
"6866",8130,"SW1999/91","Delphinus delphis","Short-beaked common dolphin",50.10345395,-5.429429,"Cornwall",1999,"23/04/1999"
