"","X","S.W.No.","Name.Current.Sci","Name.Common","Latitude","Longitude","County","Year","Date"
"1799",2185,"1952/18","Lagenorhynchus albirostris","White-beaked dolphin",54.3233,-0.4166,"Yorkshire",1952,"21/10/1952"
"1800",2186,"1952/002","Balaenoptera acutorostrata","minke whale",53.893,-6.3569,"Co. Louth",1952,"21/10/1952"
"1801",2187,"1952/21","Balaenoptera acutorostrata","Minke whale",52.0869,-7.6102,"Co. Waterford",1952,"27/10/1952"
"1802",2189,"1952/22","Tursiops truncatus","Bottlenose dolphin",54.84808749,-5.12868824,"Wigtownshire, Scotland",1952,"31/12/1952"
"1803",2190,"1953/1","Phocoena phocoena","Harbour porpoise",52.6491,1.7351,"Norfolk",1953,"16/01/1953"
"1804",2191,"1953/2","Lagenorhynchus albirostris","White-beaked dolphin",58.9244,-2.9553,"Orkney Islands, Scotland",1953,"02/03/1953"
"1805",2192,"1953/3","Phocoena phocoena","Harbour porpoise",50.7915,-4.562,"Cornwall",1953,"23/03/1953"
"1806",2193,"1953/4","Phocoena phocoena","Harbour porpoise",53.2332,-4.1394,"Carnarvonshire, Wales",1953,"16/07/1953"
"1807",2195,"1953/6","Tursiops truncatus","Bottlenose dolphin",52.82912244,-4.127385552,"Merioneth, Wales",1953,"07/08/1953"
"1808",2196,"1953/7","Balaenoptera acutorostrata","Minke whale",53.5766,0.1182,"Yorkshire",1953,"16/08/1953"
"1809",2197,"1953/8","Phocoena phocoena","Harbour porpoise",54.0912,-3.2634,"Lancashire",1953,"22/08/1953"
"1810",2198,"1953/9","Balaenoptera acutorostrata","Minke whale",54.0779,-4.7363,"Isle of Man",1953,"28/08/1953"
"1811",2199,"1953/10","Globicephala melas","Long-finned pilot whale",57.1751,-2.0889,"Aberdeenshire, Scotland",1953,"05/09/1953"
"1812",2200,"1953/12","Globicephala melas","Long-finned pilot whale",57.217,-2.0574,"Aberdeenshire, Scotland",1953,"06/09/1953"
"1813",2201,"1953/12","Globicephala melas","Long-finned pilot whale",57.217,-2.0574,"Aberdeenshire, Scotland",1953,"06/09/1953"
"1814",2202,"1953/11","Delphinus delphis","Common dolphin",50.7974,-4.5602,"Cornwall",1953,"08/09/1953"
"1815",2203,"1953/13","Phocoena phocoena","Harbour porpoise",54.2151,-4.4007,"Isle of Man",1953,"14/09/1953"
"1816",2204,"1953/18","Tursiops truncatus","Bottlenose dolphin",53.38230391,-3.223909068,"Cheshire",1953,"15/09/1953"
"1817",2205,"1953/14","Hyperoodon ampullatus","Bottlenose whale",53.3468,-2.7638,"Cheshire",1953,"16/09/1953"
"1818",2206,"1953/14","Hyperoodon ampullatus","Bottlenose whale",53.3468,-2.7638,"Cheshire",1953,"16/09/1953"
"1819",2207,"1953/15","Phocoena phocoena","Harbour porpoise",54.7101,-3.5144,"Cumberland",1953,"16/09/1953"
"1820",2208,"1953/16","Phocoena phocoena","Harbour porpoise",52.6019,1.7369,"Norfolk",1953,"17/09/1953"
"1821",2209,"1953/17","Balaenoptera acutorostrata","Minke whale",52.0043,-4.9901,"Pembrokeshire, Wales",1953,"18/09/1953"
"1822",2210,"1953/20","Globicephala melas","Long-finned pilot whale",57.1483,-2.0817,"Aberdeenshire, Scotland",1953,"20/09/1953"
"1823",2211,"1953/19","Balaenoptera acutorostrata","Minke whale",52.3968,-4.093,"Cardiganshire, Wales",1953,"28/09/1953"
"1824",2212,"1953/21","Phocoena phocoena","Harbour porpoise",52.5287,1.7423,"Suffolk",1953,"20/10/1953"
"1825",2213,"1953/21A","Tursiops truncatus","Bottlenose dolphin",50.29225181,-2.463322209,"Dorset",1953,"10/11/1953"
"1826",2214,"1953/22","Phocoena phocoena","Harbour porpoise",54.771,-3.4433,"Cumberland",1953,"13/12/1953"
"1827",2216,"1954/1","Balaenoptera acutorostrata","Minke whale",50.3162,-4.0779,"Devon",1954,"14/01/1954"
"1828",2217,"1954/2","Phocoena phocoena","Harbour porpoise",50.8895,0.6924,"Sussex",1954,"05/02/1954"
"1829",2218,"1954/3","Phocoena phocoena","Harbour porpoise",53.3824,-3.2287,"Cheshire",1954,"02/03/1954"
"1830",2221,"1954/5","Mesoplodon bidens","Sowerby's Beaked whale",59.3825,-2.3706,"Orkney Islands, Scotland",1954,"28/04/1954"
"1831",2222,"1954/9","Phocoena phocoena","Harbour porpoise",53.3677,-3.2181,"Cheshire",1954,"15/05/1954"
"1832",2223,"1954/001","Orcinus orca","killer whale",53.97,-10.08,"Co. Mayo",1954,"01/06/1954"
"1833",2224,"1954/6","Phocoena phocoena","Harbour porpoise",52.9223,-4.1254,"Carnarvonshire, Wales",1954,"16/06/1954"
"1834",2225,"1954/7","Balaenoptera acutorostrata","Minke whale",53.6105,-3.0783,"Lancashire",1954,"04/07/1954"
"1835",2226,"1954/8","Phocoena phocoena","Harbour porpoise",54.7123,-3.5134,"Cumberland",1954,"05/07/1954"
"1836",2227,"1954/11","Tursiops truncatus","Bottlenose dolphin",54.36830961,-3.477810186,"Cumberland",1954,"02/08/1954"
"1837",2228,"1954/10","Grampus griseus","Risso's dolphin",58.2275,-6.3494,"Ross & Cromarty, Scotland",1954,"11/08/1954"
"1838",2229,"1954/12","Phocoena phocoena","Harbour porpoise",51.3941,-3.5053,"Glamorgan, Wales",1954,"20/08/1954"
"1839",2230,"1954/13","Tursiops truncatus","Bottlenose dolphin",50.78723633,0.000555825,"Sussex",1954,"30/08/1954"
"1840",2231,"1954/14","Phocoena phocoena","Harbour porpoise",55.1244,-1.4917,"Northumberland",1954,"01/09/1954"
"1841",2232,"1954/15","Phocoena phocoena","Harbour porpoise",54.8435,-1.334,"Durham",1954,"06/09/1954"
"1842",2233,"1954/16","Phocoena phocoena","Harbour porpoise",51.84645405,1.275315881,"Essex",1954,"10/09/1954"
"1843",2234,"1954/18","Hyperoodon ampullatus","Bottlenose whale",53.4068,-6.0574,"Co. Dublin",1954,"27/09/1954"
"1844",2235,"1954/18","Hyperoodon ampullatus","Bottlenose whale",53.4068,-6.0574,"Co. Dublin",1954,"27/09/1954"
"1845",2236,"1954/18","Hyperoodon ampullatus","Bottlenose whale",53.4068,-6.0574,"Co. Dublin",1954,"27/09/1954"
"1846",2240,"1954/19","Tursiops truncatus","Bottlenose dolphin",54.40181557,-4.455934891,"Isle of Man",1954,"30/09/1954"
"1847",2241,"1954/20","Mesoplodon bidens","Sowerby's Beaked whale",56.16,-3.0602,"Fifeshire, Scotland",1954,"27/10/1954"
"1848",2242,"1954/21","Grampus griseus","Risso's dolphin",57.4357,-1.8194,"Aberdeenshire, Scotland",1954,"26/11/1954"
"1849",2243,"1954/25","Tursiops truncatus","Bottlenose dolphin",52.39638897,-4.093128299,"Cardigan, Wales",1954,"03/12/1954"
"1850",2244,"1954/22","Phocoena phocoena","Harbour porpoise",56.2801,-2.5846,"Fifeshire, Scotland",1954,"13/12/1954"
"1851",2245,"1954/23","Phocoena phocoena","Harbour porpoise",50.9047,0.7173,"Sussex",1954,"18/12/1954"
"1852",2246,"1954/24","Tursiops truncatus","Bottlenose dolphin",49.23740241,-2.046654994,"Jersey, Channel Islands",1954,"18/12/1954"
"1853",2247,"1955/1","Phocoena phocoena","Harbour porpoise",50.8319,0.4359,"Sussex",1955,"03/02/1955"
"1854",2248,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1855",2249,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1856",2250,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1857",2251,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1858",2252,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1859",2253,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1860",2254,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1861",2255,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1862",2256,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1863",2257,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1864",2258,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1865",2259,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1866",2260,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1867",2261,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1868",2262,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1869",2263,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1870",2264,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1871",2265,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1872",2266,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1873",2267,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1874",2268,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1875",2269,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1876",2270,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1877",2271,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1878",2272,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1879",2273,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1880",2274,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1881",2275,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1882",2276,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1883",2277,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1884",2278,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1885",2279,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1886",2280,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1887",2281,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1888",2282,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1889",2283,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1890",2284,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1891",2285,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1892",2286,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1893",2287,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1894",2288,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1895",2289,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1896",2290,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1897",2291,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1898",2292,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1899",2293,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1900",2294,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1901",2295,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1902",2296,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1903",2297,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1904",2298,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1905",2299,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1906",2300,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1907",2301,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1908",2302,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1909",2303,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1910",2304,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1911",2305,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1912",2306,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1913",2307,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1914",2308,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1915",2309,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1916",2310,"1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"1917",2311,"1955/4","Phocoena phocoena","Harbour porpoise",55.9338,-2.3335,"Berwick, Scotland",1955,"14/04/1955"
"1918",2312,"1955/5","Globicephala melas","Long-finned pilot whale",60.3045,-1.6553,"Shetland Islands, Scotland",1955,"21/04/1955"
"1919",2313,"1955/6","Globicephala melas","Long-finned pilot whale",58.7896,-3.1306,"Orkney Islands, Scotland",1955,"02/06/1955"
"1920",2314,"1955/7A","Phocoena phocoena","Harbour porpoise",57.521,-1.799,"Aberdeenshire, Scotland",1955,"16/06/1955"
"1921",2315,"1955/8A","Phocoena phocoena","Harbour porpoise",55.7525,-4.9273,"Buteshire, Scotland",1955,"24/06/1955"
"1922",2316,"1955/7","Physeter macrocephalus","Sperm whale",57.5871,-7.4429,"Inverness-shire, Scotland",1955,"30/06/1955"
"1923",2317,"1955/11","Phocoena phocoena","Harbour porpoise",54.5649,-3.5857,"Cumberland",1955,"15/07/1955"
"1924",2318,"1955/8","Phocoena phocoena","Harbour porpoise",53.3794,0.2458,"Lincolnshire",1955,"23/07/1955"
"1925",2319,"1955/8","Phocoena phocoena","Harbour porpoise",53.3794,0.2458,"Lincolnshire",1955,"23/07/1955"
"1926",2320,"1955/9","Phocoena phocoena","Harbour porpoise",53.3082,-4.1525,"Anglesey, Gwynedd, Wales",1955,"25/07/1955"
"1927",2321,"1955/10","Phocoena phocoena","Harbour porpoise",51.5719,-4.2963,"Glamorgan, Wales",1955,"29/07/1955"
"1928",2322,"1955/12","Phocoena phocoena","Harbour porpoise",51.3874,-3.4466,"Glamorgan, Wales",1955,"18/08/1955"
"1929",2323,"1955/001","Phocoena phocoena","harbour porpoise",55.229,-7.85,"Co. Donegal",1955,"19/08/1955"
"1930",2324,"1955/15","Hyperoodon ampullatus","Bottlenose whale",55.9833,-4.8356,"Dunbartonshire, Scotland",1955,"05/09/1955"
"1931",2325,"1955/14","Lagenorhynchus albirostris","White-beaked dolphin",54.0834,-4.711,"Isle of Man",1955,"12/09/1955"
"1932",2327,"1955/18","Phocoena phocoena","Harbour porpoise",52.4348,-4.0815,"Cardiganshire, Wales",1955,"30/10/1955"
"1933",2328,"1955/17","Tursiops truncatus","Bottlenose dolphin",54.77328432,-3.43811644,"Cumberland",1955,"03/11/1955"
"1934",2329,"1955/19","Phocoena phocoena","Harbour porpoise",50.831,0.4253,"Sussex",1955,"11/11/1955"
"1935",2330,"1955/20","Tursiops truncatus","Bottlenose dolphin",51.50854877,-0.106362385,"London",1955,"23/11/1955"
"1936",2331,"1956/1","Globicephala melas","Long-finned pilot whale",50.08144004,-5.320189981,"Cornwall",1956,"06/01/1956"
"1937",2332,"1956/2","Balaenoptera acutorostrata","Minke whale",53.290421,-3.835816,"Carnarvonshire, Wales",1956,"07/01/1956"
"1938",2333,"1956/3","Orcinus orca","Killer whale",54.55235154,-3.595181513,"Cumberland",1956,"11/01/1956"
"1939",2334,"1956/4","Lagenorhynchus albirostris","White-beaked dolphin",56.3582,-2.804,"Fifeshire, Scotland",1956,"11/01/1956"
"1940",2335,"1956/5","Lagenorhynchus albirostris","White-beaked dolphin",52.8275,1.5331,"Norfolk",1956,"21/01/1956"
"1941",2336,"1956/6","Phocoena phocoena","Harbour porpoise",55.973,-2.9588,"East Lothian, Scotland",1956,"22/01/1956"
"1942",2337,"1956/7","Globicephala melas","Long-finned pilot whale",NA,NA,"Cornwall",1956,"03/02/1956"
"1943",2338,"1956/8","Phocoena phocoena","Harbour porpoise",53.4159,-4.4499,"Anglesey, Gwynedd, Wales",1956,"20/02/1956"
"1944",2339,"1956/9","Phocoena phocoena","Harbour porpoise",50.7898,-0.0045,"Sussex",1956,"10/03/1956"
"1945",2340,"1956/10","Phocoena phocoena","Harbour porpoise",51.22295761,1.401308501,"Kent",1956,"19/03/1956"
"1946",2341,"1956/11","Phocoena phocoena","Harbour porpoise",51.38451478,1.444915271,"Kent",1956,"03/04/1956"
"1947",2342,"1956/12","Phocoena phocoena","Harbour porpoise",50.8308,0.4238,"Sussex",1956,"03/04/1956"
"1948",2344,"1956/14","Phocoena phocoena","Harbour porpoise",55.9333,-2.3323,"Berwickshire, Scotland",1956,"04/05/1956"
"1949",2345,"1956/15","Delphinus delphis","Common dolphin",50.8335,-4.5579,"Cornwall",1956,"06/06/1956"
"1950",2346,"1956/16","Tursiops truncatus","Bottlenose dolphin",54.03812317,-2.919483043,"Lancashire",1956,"07/06/1956"
"1951",2347,"1956/17","Delphinus delphis","Common dolphin",51.36600657,1.034527887,"Kent",1956,"11/06/1956"
"1952",2348,"1956/19","Phocoena phocoena","Harbour porpoise",NA,NA,"Somerset",1956,"22/06/1956"
"1953",2350,"1956/20","Phocoena phocoena","Harbour porpoise",54.4875,-3.6079,"Cumberland",1956,"06/07/1956"
"1954",2352,"1956/22","Lagenorhynchus acutus","White-sided dolphin",60.6404,-1.0467,"Shetland Islands, Scotland",1956,"17/07/1956"
"1955",2353,"1956/23","Delphinus delphis","Common dolphin",50.7425,0.1996,"Sussex",1956,"31/07/1956"
"1956",2354,"1956/24","Hyperoodon ampullatus","Bottlenose whale",53.6533,0.1265,"Yorkshire",1956,"05/08/1956"
"1957",2356,"1956/26","Phocoena phocoena","Harbour porpoise",51.3875,-3.4439,"Glamorgan, Wales",1956,"13/08/1956"
"1958",2357,"1956/27","Phocoena phocoena","Harbour porpoise",50.96611321,0.976464476,"Kent",1956,"13/08/1956"
"1959",2361,"1956/31","Phocoena phocoena","Harbour porpoise",54.3785,-5.547,"Co. Down",1956,"07/09/1956"
"1960",2362,"1956/32","Phocoena phocoena","Harbour porpoise",54.0777,-4.7363,"Isle of Man",1956,"07/09/1956"
"1961",2365,"1956/36","Hyperoodon ampullatus","Bottlenose whale",52.7687,0.1964,"Lincolnshire",1956,"09/09/1956"
"1962",2368,"1956/37","Balaenoptera acutorostrata","Minke whale",55.9308,-2.2932,"Berwickshire, Scotland",1956,"21/09/1956"
"1963",2369,"1956/38","Phocoena phocoena","Harbour porpoise",50.7347,-1.6617,"Hampshire",1956,"29/09/1956"
"1964",2370,"1956/42","Globicephala melas","Long-finned pilot whale",56.0113,-6.2343,"Argyllshire, Scotland",1956,"01/10/1956"
"1965",2371,"1956/43","Lagenorhynchus albirostris","White-beaked dolphin",56.0113,-6.2343,"Argyllshire, Scotland",1956,"01/10/1956"
"1966",2372,"1956/39","Phocoena phocoena","Harbour porpoise",52.4187,-4.0857,"Cardiganshire, Wales",1956,"06/10/1956"
"1967",2374,"1956/40","Phocoena phocoena","Harbour porpoise",52.2113,-4.354,"Cardiganshire, Wales",1956,"13/10/1956"
"1968",2375,"1956/44","Tursiops truncatus","Bottlenose dolphin",51.48703717,-0.243962196,"Middlesex",1956,"08/11/1956"
"1969",2376,"1956/45","Phocoena phocoena","Harbour porpoise",50.8029,-1.2057,"Hampshire",1956,"11/11/1956"
"1970",2377,"1956/46","Phocoena phocoena","Harbour porpoise",50.7125,-1.7502,"Hampshire",1956,"21/11/1956"
"1971",2379,"1957/1","Phocoena phocoena","Harbour porpoise",50.8883,0.6912,"Sussex",1957,"01/01/1957"
"1972",2380,"1957/1","Phocoena phocoena","Harbour porpoise",50.8883,0.6912,"Sussex",1957,"01/01/1957"
"1973",2381,"1957/2","Phocoena phocoena","Harbour porpoise",54.6553,-3.5704,"Cumberland",1957,"03/02/1957"
"1974",2382,"1957/3","Phocoena phocoena","Harbour porpoise",55.9815,-2.9079,"East Lothian, Scotland",1957,"17/02/1957"
"1975",2383,"1957/4","Phocoena phocoena","Harbour porpoise",50.0558,-5.0638,"Cornwall",1957,"14/03/1957"
"1976",2385,"1957/6","Ziphius cavirostris","Cuvier's Beaked whale",52.6827,-9.6444,"Co. Clare",1957,"20/03/1957"
"1977",2387,"1957/7","Tursiops truncatus","Bottlenose dolphin",54.05187366,-3.168341756,"Lancashire",1957,"24/03/1957"
"1978",2390,"1957/10","Balaenoptera acutorostrata","Minke whale",56.8947,-2.21588,"Kincardineshire, Scotland",1957,"25/04/1957"
"1979",2391,"1957/11","Phocoena phocoena","Harbour porpoise",53.48374,0.14725,"Lincolnshire",1957,"26/04/1957"
"1980",2392,"1957/12","Phocoena phocoena","Harbour porpoise",50.91315054,0.936511226,"Kent",1957,"30/05/1957"
"1981",2393,"1957/13","Tursiops truncatus","Bottlenose dolphin",51.93225498,1.279091882,"Essex",1957,"03/06/1957"
"1982",2394,"1957/13A","Phocoena phocoena","Harbour porpoise",51.48172946,0.549521971,"Kent",1957,"16/06/1957"
"1983",2395,"1957/14","Balaenoptera acutorostrata","Minke whale",54.53324,-0.74909,"Yorkshire",1957,"20/06/1957"
"1984",2396,"1957/15","Phocoena phocoena","Harbour porpoise",52.95811,0.85248,"Norfolk",1957,"22/06/1957"
"1985",2397,"1957/16","Phocoena phocoena","Harbour porpoise",50.91340568,0.937096492,"Kent",1957,"24/06/1957"
"1986",2398,"1957/16A","Tursiops truncatus","Bottlenose dolphin",54.53746,-8.23688,"Co. Donegal",1957,"02/07/1957"
"1987",2399,"1957/17","Tursiops truncatus","Bottlenose dolphin",50.65380458,-1.151142062,"Isle of Wight",1957,"03/07/1957"
"1988",2400,"1957/18","Tursiops truncatus","Bottlenose dolphin",54.63631,-8.43436,"Co. Donegal",1957,"04/07/1957"
"1989",2401,"1957/19","Balaenoptera acutorostrata","Minke whale",56.8279,-2.28234,"Kincardineshire, Scotland",1957,"14/07/1957"
"1990",2402,"1957/20","Phocoena phocoena","Harbour porpoise",55.25853,-1.56045,"Northumberland",1957,"28/07/1957"
"1991",2403,"1957/21","Tursiops truncatus","Bottlenose dolphin",57.5787002,-4.099837789,"Ross & Cromarty, Scotland",1957,"30/07/1957"
"1992",2404,"1957/22","Tursiops truncatus","Bottlenose dolphin",54.87266118,-3.394893161,"Cumberland",1957,"03/08/1957"
"1993",2405,"1957/22A","Globicephala melas","Long-finned pilot whale",52.19135,-6.83536,"Co. Wexford",1957,"05/08/1957"
"1994",2406,"1957/22A","Globicephala melas","Long-finned pilot whale",52.19135,-6.83536,"Co. Wexford",1957,"05/08/1957"
"1995",2407,"1957/22A","Globicephala melas","Long-finned pilot whale",52.19135,-6.83536,"Co. Wexford",1957,"05/08/1957"
"1996",2408,"1957/22A","Globicephala melas","Long-finned pilot whale",52.19135,-6.83536,"Co. Wexford",1957,"05/08/1957"
"1997",2409,"1957/22A","Globicephala melas","Long-finned pilot whale",52.19135,-6.83536,"Co. Wexford",1957,"05/08/1957"
"1998",2410,"1957/22A","Globicephala melas","Long-finned pilot whale",52.19135,-6.83536,"Co. Wexford",1957,"05/08/1957"
"1999",2411,"1957/22A","Globicephala melas","Long-finned pilot whale",52.19135,-6.83536,"Co. Wexford",1957,"05/08/1957"
"2000",2412,"1957/22A","Globicephala melas","Long-finned pilot whale",52.19135,-6.83536,"Co. Wexford",1957,"05/08/1957"
"2001",2413,"1957/22A","Globicephala melas","Long-finned pilot whale",52.19135,-6.83536,"Co. Wexford",1957,"05/08/1957"
"2002",2414,"1957/22A","Globicephala melas","Long-finned pilot whale",52.19135,-6.83536,"Co. Wexford",1957,"05/08/1957"
"2003",2415,"1957/22A","Globicephala melas","Long-finned pilot whale",52.19135,-6.83536,"Co. Wexford",1957,"05/08/1957"
"2004",2416,"1957/22A","Globicephala melas","Long-finned pilot whale",52.19135,-6.83536,"Co. Wexford",1957,"05/08/1957"
"2005",2417,"1957/22A","Globicephala melas","Long-finned pilot whale",52.19135,-6.83536,"Co. Wexford",1957,"05/08/1957"
"2006",2418,"1957/22A","Globicephala melas","Long-finned pilot whale",52.19135,-6.83536,"Co. Wexford",1957,"05/08/1957"
