,Name.Current.Sci,Name.Common,Latitude,Longitude,County,Year,Date
1091,Tursiops truncatus,Bottlenose dolphin,50.33513123,-4.494494637,Cornwall,1934,02/02/1934
1092,Tursiops truncatus,Bottlenose dolphin,50.33513123,-4.494494637,Cornwall,1934,02/02/1934
1093,Tursiops truncatus,Bottlenose dolphin,50.33513123,-4.494494637,Cornwall,1934,03/02/1934
1094,NA,NA,50.9469346,0.966551894,Kent,1934,08/02/1934
1095,Tursiops truncatus,Bottlenose dolphin,50.08461966,-5.074306677,Cornwall,1934,12/02/1934
1096,Tursiops truncatus,Bottlenose dolphin,50.08461966,-5.074306677,Cornwall,1934,12/02/1934
1097,Grampus griseus,Risso's dolphin,58.987,-2.9563,"Orkney Islands, Scotland",1934,NA
1098,Grampus griseus,Risso's dolphin,58.987,-2.9563,"Orkney Islands, Scotland",1934,NA
1099,Phocoena phocoena,Harbour porpoise,50.182,-4.9746,Cornwall,1934,13/02/1934
1100,Phocoena phocoena,Harbour porpoise,49.9155,-6.2824,Cornwall,1934,13/02/1934
1101,Phocoena phocoena,Harbour porpoise,50.2433,-3.8615,Devon,1934,01/03/1934
1102,Hyperoodon ampullatus,Bottlenose whale,NA,NA,"Sutherland, Scotland",1934,01/03/1934
1103,Ziphius cavirostris,Cuvier's Beaked whale,57.1221,-7.3927,"Inverness-shire, Scotland",1934,06/03/1934
1104,Balaenoptera acutorostrata,Minke whale,49.4365,-2.5346,"Guernsey, Channel Isles",1934,06/03/1934
1105,Phocoena phocoena,Harbour porpoise,50.5928,-1.2045,Isle of Wight,1934,27/03/1934
1106,Delphinus delphis,Common dolphin,50.1798,-4.9718,Cornwall,1934,29/03/1934
1107,Delphinus delphis,Common dolphin,50.0685,-5.0791,Cornwall,1934,01/04/1934
1108,Delphinus delphis,Common dolphin,50.0243,-5.097,Cornwall,1934,07/04/1934
1109,NA,NA,50.332,-4.641,Cornwall,1934,18/04/1934
1110,NA,NA,57.6627,-7.4407,"Inverness-shire, Scotland",1934,24/04/1934
1111,NA,NA,50.5444,-4.934,Cornwall,1934,25/04/1934
1112,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1113,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1114,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1115,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1116,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1117,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1118,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1119,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1120,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1121,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1122,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1123,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1124,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1125,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1126,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1127,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1128,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1129,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1130,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1131,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1132,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1133,Pseudorca crassidens,False killer whale,51.6235,-4.2771,"Glamorgan, Wales",1934,08/05/1934
1134,Pseudorca crassidens,False killer whale,51.6768,-4.2586,"Carmarthen, Wales",1934,07/05/1934
1135,Pseudorca crassidens,False killer whale,51.6768,-4.2586,"Carmarthen, Wales",1934,07/05/1934
1136,Phocoena phocoena,Harbour porpoise,52.4202,-4.0866,"Cardigan, Wales",1934,16/05/1934
1137,Pseudorca crassidens,False killer whale,51.6845,-4.2136,"Carmarthen, Wales",1934,19/05/1934
1138,Phocoena phocoena,Harbour porpoise,51.84662956,1.275473873,Essex,1934,20/05/1934
1139,Pseudorca crassidens,False killer whale,51.6679,-4.2911,"Carmarthenshire, Wales",1934,30/05/1934
1140,NA,NA,55.1798,-6.7303,"Antrim, N.Ireland",1934,26/05/1934
1141,Phocoena phocoena,Harbour porpoise,52.2539,-4.2333,"Cardiganshire, Wales",1934,04/06/1934
1142,Phocoena phocoena,Harbour porpoise,55.2131,-6.2304,"Antrim, N.Ireland",1934,08/06/1934
1143,Phocoena phocoena,Harbour porpoise,54.4931,-0.6246,Yorkshire,1934,21/06/1934
1144,Phocoena phocoena,Harbour porpoise,51.02311475,0.998801789,Kent,1934,09/07/1934
1145,Phocoena phocoena,Harbour porpoise,54.7608,-1.2916,Durham,1934,10/07/1934
1146,Phocoena phocoena,Harbour porpoise,54.1878,-3.2983,Cumberland,1934,16/07/1934
1147,Phocoena phocoena,Harbour porpoise,51.36596938,1.035962456,Kent,1934,19/07/1934
1148,Lagenorhynchus albirostris,White-beaked dolphin,57.6121,-1.8226,"Aberdeenshire, Scotland",1934,29/07/1934
1149,Delphinus delphis,Common dolphin,50.445,-3.5548,Devon,1934,09/08/1934
1150,Phocoena phocoena,Harbour porpoise,51.36843255,1.13701149,Kent,1934,17/08/1934
1151,Phocoena phocoena,Harbour porpoise,51.3947,-3.505,"Glamorgan, Wales",1934,20/08/1934
1152,Phocoena phocoena,Harbour porpoise,51.3947,-3.505,"Glamorgan, Wales",1934,20/08/1934
1153,Phocoena phocoena,Harbour porpoise,54.0461,-2.913,Lancashire,1934,21/08/1934
1154,Phocoena phocoena,Harbour porpoise,55.1354,-1.5067,Northumberland,1934,07/09/1934
1155,Phocoena phocoena,Harbour porpoise,54.1903,-3.2872,Cumberland,1934,18/09/1934
1156,Delphinus delphis,Common dolphin,54.7681,-3.4442,Cumberland,1934,24/09/1934
1157,Tursiops truncatus,Bottlenose dolphin,54.712181,-3.510472831,Cumberland,1934,25/09/1934
1158,Phocoena phocoena,Harbour porpoise,51.6705,-4.3143,"Carmarthen, Wales",1934,25/09/1934
1159,Tursiops truncatus,Bottlenose dolphin,50.69005902,-1.069782968,Isle of Wight,1934,28/09/1934
1160,Phocoena phocoena,Harbour porpoise,52.2152,-4.357,"Cardigan, Wales",1934,03/10/1934
1161,NA,NA,50.7851,-1.0072,Hampshire,1934,10/10/1934
1162,Delphinus delphis,Common dolphin,50.2435,-3.8613,Devon,1934,13/10/1934
1163,Phocoena phocoena,Harbour porpoise,51.36842102,1.137441842,Kent,1934,15/11/1934
1164,Phocoena phocoena,Harbour porpoise,51.39369531,0.929238618,Kent,1934,19/11/1934
1165,Phocoena phocoena,Harbour porpoise,54.7224,-3.5029,Cumberland,1934,10/12/1934
1166,Phocoena phocoena,Harbour porpoise,52.6556,1.731,Norfolk,1934,28/12/1934
1167,Tursiops truncatus,Bottlenose dolphin,51.96147227,-5.14129504,"Pembrokeshire, Wales",1934,31/12/1934
1168,Phocoena phocoena,Harbour porpoise,52.933,1.304,Norfolk,1935,24/01/1935
1169,Ziphius cavirostris,Cuvier's Beaked whale,55.8112,-6.4595,"Argyll, Scotland",1935,27/01/1935
1170,Phocoena phocoena,Harbour porpoise,53.4158,-4.4498,"Anglesey, Gwynedd, Wales",1935,31/01/1935
1171,Tursiops truncatus,Bottlenose dolphin,50.07778465,-5.699546785,Cornwall,1935,01/02/1935
1172,Phocoena phocoena,Harbour porpoise,53.3429,0.2691,Lincolnshire,1935,10/02/1935
1173,Delphinus delphis,Common dolphin,50.7231,-2.8453,Dorset,1935,26/02/1935
1174,Ziphius cavirostris,Cuvier's Beaked whale,53.0589,-9.5099,"Galway, EIRE",1935,21/02/1935
1175,Phocoena phocoena,Harbour porpoise,50.264,-3.8623,Devon,1935,08/04/1935
1176,Delphinus delphis,Common dolphin,58.9675,-3.2911,"Orkney Islands, Scotland",1935,23/02/1935
1177,Unknown balaenoptera,Unknown balaenopterid,53.314,-9.8182,"Galway, EIRE",1935,28/02/1935
1178,Phocoena phocoena,Harbour porpoise,51.35534274,1.289417781,Kent,1935,27/04/1935
1179,Phocoena phocoena,Harbour porpoise,50.8692,0.6541,Sussex,1935,04/05/1935
1180,Phocoena phocoena,Harbour porpoise,51.3678779,1.160973522,Kent,1935,14/05/1935
1181,Orcinus orca,Killer whale,50.81723217,-0.13787537,Sussex,1935,21/05/1935
1182,Delphinus delphis,Common dolphin,50.685,-1.9412,Dorset,1935,30/05/1935
1183,Phocoena phocoena,Harbour porpoise,53.3443,0.2727,Lincolnshire,1935,02/06/1935
1184,NA,NA,51.12155424,1.323658923,Kent,1935,21/06/1935
1185,Tursiops truncatus,Bottlenose dolphin,50.62890052,-3.305149106,Devon,1935,27/06/1935
1186,Balaenoptera acutorostrata,Minke whale,55.6682,-6.021,"Argyllshire, Scotland",1935,01/07/1935
1187,NA,NA,51.12156236,1.323373605,Kent,1935,04/07/1935
1188,Phocoena phocoena,Harbour porpoise,53.3443,0.2727,Lincolnshire,1935,03/07/1935
1189,Lagenorhynchus albirostris,White-beaked dolphin,56.5554,-2.5752,"Angus, Scotland",1935,18/07/1935
1190,Tursiops truncatus,Bottlenose dolphin,52.54713447,-4.076103954,"Merioneth, Wales",1935,19/07/1935
1191,Phocoena phocoena,Harbour porpoise,51.7126,-4.6936,"Pembroke, Wales",1935,19/07/1935
1192,Phocoena phocoena,Harbour porpoise,50.8344,-4.5578,Cornwall,1935,27/07/1935
1193,Grampus griseus,Risso's dolphin,52.819,-4.6166,"Carnarvonshire, Wales",1935,27/07/1935
1194,NA,NA,58.654,-3.2789,"Caithness, Scotland",1935,30/07/1935
1195,Tursiops truncatus,Bottlenose dolphin,50.8265428,-0.26332648,Sussex,1935,01/08/1935
1196,Delphinus delphis,Common dolphin,51.46611369,-0.210352504,Surrey,1935,01/08/1935
1197,Grampus griseus,Risso's dolphin,57.6867,-2.6882,"Banffshire, Scotland",1935,06/08/1935
1198,Balaenoptera acutorostrata,Minke whale,57.6111,-1.8212,"Aberdeenshire, Scotland",1935,13/08/1935
1199,Delphinus delphis,Common dolphin,50.1244,-5.4816,Cornwall,1935,26/08/1935
1200,Delphinus delphis,Common dolphin,51.5721,-4.2953,"Glamorgan, Wales",1935,03/09/1935
1201,Delphinus delphis,Common dolphin,51.12157047,1.323088288,Kent,1935,11/09/1935
1202,Lagenorhynchus albirostris,White-beaked dolphin,57.491,-1.7831,"Aberdeenshire, Scotland",1935,16/09/1935
1203,Unknown balaenoptera,Unknown balaenopterid,59.3361,-2.9816,"Orkney Islands, Scotland",1935,12/09/1935
1204,NA,NA,50.94720766,0.966426886,Kent,1935,26/09/1935
1205,Tursiops truncatus,Bottlenose dolphin,50.45646013,-3.507511463,Devon,1935,27/09/1935
1206,Phocoena phocoena,Harbour porpoise,50.94358203,0.985134144,Kent,1935,01/10/1935
1207,Balaenoptera acutorostrata,Minke whale,60.7574,-0.8582,"Shetland Islands, Scotland",1935,01/10/1935
1208,Unknown mysticete,Unknown mysticete,50.6249,-2.555,Dorset,1935,01/10/1935
1209,Globicephala melas,Long-finned pilot whale,57.6629,-3.5984,"Moray, Scotland",1935,01/10/1935
1210,Globicephala melas,Long-finned pilot whale,57.6629,-3.5984,"Moray, Scotland",1935,01/10/1935
1211,Phocoena phocoena,Harbour porpoise,54.7143,-3.513,Cumberland,1935,14/10/1935
1212,Phocoena phocoena,Harbour porpoise,54.7143,-3.513,Cumberland,1935,22/10/1935
1213,Phocoena phocoena,Harbour porpoise,50.91331944,0.936948761,Kent,1935,26/10/1935
1214,Phocoena phocoena,Harbour porpoise,50.9132332,0.93680103,Kent,1935,04/11/1935
1215,Delphinus delphis,Common dolphin,50.7096,-2.7619,Dorset,1935,15/11/1935
1216,Pseudorca crassidens,False killer whale,53.4758,0.1739,Lincolnshire,1935,16/11/1935
1217,Pseudorca crassidens,False killer whale,53.4758,0.1739,Lincolnshire,1935,16/11/1935
1218,Pseudorca crassidens,False killer whale,53.4758,0.1739,Lincolnshire,1935,16/11/1935
1219,Pseudorca crassidens,False killer whale,53.4758,0.1739,Lincolnshire,1935,16/11/1935
1220,Pseudorca crassidens,False killer whale,53.4758,0.1739,Lincolnshire,1935,16/11/1935
1221,Pseudorca crassidens,False killer whale,53.4758,0.1739,Lincolnshire,1935,16/11/1935
1222,Pseudorca crassidens,False killer whale,53.4758,0.1739,Lincolnshire,1935,16/11/1935
1223,Pseudorca crassidens,False killer whale,53.4758,0.1739,Lincolnshire,1935,16/11/1935
1224,Pseudorca crassidens,False killer whale,53.4758,0.1739,Lincolnshire,1935,16/11/1935
1225,Pseudorca crassidens,False killer whale,53.4758,0.1739,Lincolnshire,1935,16/11/1935
1226,Pseudorca crassidens,False killer whale,53.4758,0.1739,Lincolnshire,1935,16/11/1935
1227,Pseudorca crassidens,False killer whale,52.7853,0.3747,Norfolk,1935,18/11/1935
1228,Pseudorca crassidens,False killer whale,52.7853,0.3747,Norfolk,1935,18/11/1935
1229,Pseudorca crassidens,False killer whale,52.7853,0.3747,Norfolk,1935,18/11/1935
1230,Pseudorca crassidens,False killer whale,52.7853,0.3747,Norfolk,1935,18/11/1935
1231,Pseudorca crassidens,False killer whale,52.7853,0.3747,Norfolk,1935,18/11/1935
1232,Pseudorca crassidens,False killer whale,52.7853,0.3747,Norfolk,1935,18/11/1935
1233,Pseudorca crassidens,False killer whale,52.7853,0.3747,Norfolk,1935,18/11/1935
1234,Pseudorca crassidens,False killer whale,52.7853,0.3747,Norfolk,1935,18/11/1935
1235,Pseudorca crassidens,False killer whale,53.9115,-0.1584,Yorkshire,1935,18/11/1935
1236,Phocoena phocoena,Harbour porpoise,52.6498,1.7343,Norfolk,1935,23/11/1935
1237,Phocoena phocoena,Harbour porpoise,52.6498,1.7343,Norfolk,1935,23/11/1935
1238,NA,NA,52.1397,-7.2793,"Waterford, EIRE",1935,25/11/1935
1239,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1240,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1241,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1242,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1243,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1244,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1245,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1246,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1247,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1248,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1249,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1250,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1251,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1252,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1253,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1254,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1255,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1256,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1257,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1258,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1259,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1260,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1261,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1262,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1263,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1264,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1265,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1266,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1267,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1268,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1269,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1270,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1271,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1272,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1273,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1274,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1275,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1276,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1277,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1278,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1279,Pseudorca crassidens,False killer whale,56.4974,-2.7052,"Angus, Scotland",1935,27/11/1935
1280,Pseudorca crassidens,False killer whale,56.0043,-2.5506,"E.Lothian, Scotland",1935,28/11/1935
1281,Pseudorca crassidens,False killer whale,56.0043,-2.5506,"E.Lothian, Scotland",1935,28/11/1935
1282,Pseudorca crassidens,False killer whale,56.7023,-2.4567,"Angus, Scotland",1935,27/11/1935
1283,Pseudorca crassidens,False killer whale,56.3331,-2.75,"Fife, Scotland",1935,27/11/1935
1284,Pseudorca crassidens,False killer whale,56.3331,-2.75,"Fife, Scotland",1935,27/11/1935
1285,Pseudorca crassidens,False killer whale,56.3331,-2.75,"Fife, Scotland",1935,27/11/1935
1286,Pseudorca crassidens,False killer whale,56.3331,-2.75,"Fife, Scotland",1935,27/11/1935
1287,Pseudorca crassidens,False killer whale,56.3331,-2.75,"Fife, Scotland",1935,27/11/1935
1288,Pseudorca crassidens,False killer whale,56.3331,-2.75,"Fife, Scotland",1935,27/11/1935
1289,Pseudorca crassidens,False killer whale,56.3331,-2.75,"Fife, Scotland",1935,27/11/1935
1290,Pseudorca crassidens,False killer whale,53.4728,0.1684,Lincolnshire,1935,02/12/1935
1291,Pseudorca crassidens,False killer whale,55.767,-1.9903,Northumberland,1935,03/12/1935
1292,Pseudorca crassidens,False killer whale,55.6953,-1.8469,Northumberland,1935,05/12/1935
1293,Pseudorca crassidens,False killer whale,55.9955,-3.4209,"West Lothian, Scotland",1935,10/12/1935
1294,Phocoena phocoena,Harbour porpoise,57.6858,-2.6958,"Banffshire, Scotland",1935,10/12/1935
1295,Phocoena phocoena,Harbour porpoise,51.6693,-4.6974,"Pembrokeshire, Wales",1936,07/02/1936
1296,Delphinus delphis,Common dolphin,60.1374,-1.28,"Shetland Islands, Scotland",1936,09/02/1936
1297,Phocoena phocoena,Harbour porpoise,53.3432,0.2685,Lincolnshire,1936,04/03/1936
1298,Grampus griseus,Risso's dolphin,49.9576,-6.2869,Cornwall,1936,24/03/1936
1299,Globicephala melas,Long-finned pilot whale,59.2451,-2.5145,"Orkney Islands, Scotland",1936,02/04/1936
1300,Phocoena phocoena,Harbour porpoise,51.36842871,1.137154941,Kent,1936,08/04/1936
1301,Phocoena phocoena,Harbour porpoise,54.7146,-3.5128,Cumberland,1936,20/04/1936
1302,Balaenoptera acutorostrata,Minke whale,54.4347,-0.5302,North Yorkshire,1936,12/05/1936
1303,Unknown balaenoptera,Unknown balaenopterid,57.6646,-3.6129,"Morayshire, Scotland",1936,12/05/1936
1304,Lagenorhynchus albirostris,White-beaked dolphin,53.9124,-0.1588,Yorkshire,1936,27/05/1936
1305,Phocoena phocoena,Harbour porpoise,51.39378512,0.929244358,Kent,1936,28/05/1936
1306,Phocoena phocoena,Harbour porpoise,50.91314696,0.936653299,Kent,1936,28/05/1936
1307,Phocoena phocoena,Harbour porpoise,52.4894,-4.0539,"Cardigan, Wales",1936,23/06/1936
1308,Tursiops truncatus,Bottlenose dolphin,50.80576221,-0.381912344,Sussex,1936,30/06/1936
1309,Unknown odontocete,Unknown odontocete,58.4416,-3.0797,"Caithness, Scotland",1936,07/07/1936
1310,Tursiops truncatus,Bottlenose dolphin,51.39370649,-3.50217808,"Glamorgan, Wales",1936,11/07/1936
1311,Unknown odontocete,Unknown odontocete,50.6112,-1.3646,Isle of Wight,1936,14/07/1936
1312,Physeter macrocephalus,Sperm whale,54.2817,-8.4802,"Sligo, EIRE",1936,15/07/1936
1313,Tursiops truncatus,Bottlenose dolphin,49.21175521,-2.225643242,"Jersey, Channel Isles",1936,17/07/1936
1314,Phocoena phocoena,Harbour porpoise,55.0845,-1.4687,Northumberland,1936,20/07/1936
1315,Unknown odontocete,Unknown odontocete,51.1311,-4.2441,Devon,1936,23/07/1936
1316,Phocoena phocoena,Harbour porpoise,50.5875,-1.317,Isle of Wight,1936,25/07/1936
1317,Phocoena phocoena,Harbour porpoise,53.1446,0.3525,Lincolnshire,1936,10/08/1936
1318,Phocoena phocoena,Harbour porpoise,51.36614898,1.035974343,Kent,1936,11/08/1936
1319,Unknown odontocete,Unknown odontocete,53.5778,0.1187,Yorkshire,1936,18/08/1936
1320,Lagenorhynchus albirostris,White-beaked dolphin,53.5297,0.0388,Lincolnshire,1936,17/08/1936
1321,Lagenorhynchus albirostris,White-beaked dolphin,53.5588,-0.0082,Lincolnshire,1936,27/08/1936
1322,Hyperoodon ampullatus,Bottlenose whale,51.9991,-4.9755,"Pembrokeshire, Wales",1936,07/09/1936
1323,Phocoena phocoena,Harbour porpoise,51.6676,-4.3051,"Carmarthenshire, Wales",1936,14/09/1936
1324,Tursiops truncatus,Bottlenose dolphin,50.85323871,0.578887667,Sussex,1936,19/09/1936
1325,Phocoena phocoena,Harbour porpoise,54.6841,-1.1981,Durham,1936,24/09/1936
1326,Hyperoodon ampullatus,Bottlenose whale,55.8672,-6.3325,"Argyllshire, Scotland",1936,17/10/1936
1327,Phocoena phocoena,Harbour porpoise,51.0462,-4.2403,Devon,1936,22/10/1936
1328,Phocoena phocoena,Harbour porpoise,57.5162,-1.7967,"Aberdeenshire, Scotland",1936,02/11/1936
1329,Phocoena phocoena,Harbour porpoise,51.6725,-4.326,"Carmarthenshire, Wales",1936,03/11/1936
1330,Phocoena phocoena,Harbour porpoise,50.3428,-4.6991,Cornwall,1936,07/11/1936
1331,Phocoena phocoena,Harbour porpoise,51.508688,-0.115004087,London,1936,16/11/1936
1332,Unknown odontocete,Unknown odontocete,51.3482,-2.9852,Somerset,1936,01/12/1936
1333,Unknown odontocete,Unknown odontocete,51.3968367,1.423550907,Kent,1936,09/12/1936
1334,NA,NA,57.9948,-7.0952,"Inverness-shire, Scotland",1936,16/12/1936
1335,Delphinus delphis,Common dolphin,53.6072,0.1485,Yorkshire,1936,23/12/1936
1336,Phocoena phocoena,Harbour porpoise,54.7133,-3.513,Cumberland,1937,07/01/1937
1337,Physeter macrocephalus,Sperm whale,54.0849,-0.1843,Yorkshire,1937,25/01/1937
1338,NA,NA,50.1221,-5.4695,Cornwall,1937,06/02/1937
1339,Delphinus delphis,Common dolphin,56.0213,-3.6133,"West Lothian, Scotland",1937,07/02/1937
1340,Delphinus delphis,Common dolphin,56.0436,-3.6005,"Fifeshire, Scotland",1937,07/02/1937
1341,Delphinus delphis,Common dolphin,56.0436,-3.6005,"Fifeshire, Scotland",1937,07/02/1937
1342,Delphinus delphis,Common dolphin,56.0436,-3.6005,"Fifeshire, Scotland",1937,07/02/1937
1343,Delphinus delphis,Common dolphin,56.0436,-3.6005,"Fifeshire, Scotland",1937,07/02/1937
1344,Delphinus delphis,Common dolphin,56.0436,-3.6005,"Fifeshire, Scotland",1937,07/02/1937
1345,Delphinus delphis,Common dolphin,57.6878,-4.1612,"Ross & Cromarty, Scotland",1937,08/02/1937
1346,Delphinus delphis,Common dolphin,57.6878,-4.1612,"Ross & Cromarty, Scotland",1937,08/02/1937
1347,Delphinus delphis,Common dolphin,57.6878,-4.1612,"Ross & Cromarty, Scotland",1937,08/02/1937
1348,Delphinus delphis,Common dolphin,57.6878,-4.1612,"Ross & Cromarty, Scotland",1937,08/02/1937
1349,Delphinus delphis,Common dolphin,57.6878,-4.1612,"Ross & Cromarty, Scotland",1937,08/02/1937
1350,Delphinus delphis,Common dolphin,57.6878,-4.1612,"Ross & Cromarty, Scotland",1937,08/02/1937
1351,Delphinus delphis,Common dolphin,53.5549,0.0015,Lincolnshire,1937,08/02/1937
1352,Delphinus delphis,Common dolphin,56.4765,-2.8047,"Angus, Scotland",1937,17/02/1937
1353,Delphinus delphis,Common dolphin,56.3467,-2.7999,"Fifeshire, Scotland",1937,19/02/1937
1354,Grampus griseus,Risso's dolphin,52.0939,-7.5988,"Waterford, EIRE",1937,24/02/1937
1355,Phocoena phocoena,Harbour porpoise,53.3479,-3.4056,"Flintshire, Wales",1937,22/03/1937
1356,Phocoena phocoena,Harbour porpoise,53.3465,0.2664,Lincolnshire,1937,25/03/1937
1357,Delphinus delphis,Common dolphin,51.49735696,-0.027577051,London,1937,01/04/1937
1358,Phocoena phocoena,Harbour porpoise,54.2102,-0.2815,Yorkshire,1937,20/05/1937
1359,Phocoena phocoena,Harbour porpoise,53.4427,-3.0538,Cheshire,1937,11/06/1937
1360,Phocoena phocoena,Harbour porpoise,54.724,-3.5026,Cumberland,1937,14/07/1937
1361,Tursiops truncatus,Bottlenose dolphin,50.83034766,-4.556319758,Cornwall,1937,16/07/1937
1362,Delphinus delphis,Common dolphin,50.8535,0.5804,Sussex,1937,17/07/1937
1363,Phocoena phocoena,Harbour porpoise,53.3489,-3.4033,"Flintshire, Wales",1937,23/07/1937
1364,NA,NA,51.35365079,0.997363861,Kent,1937,27/07/1937
1365,Lagenorhynchus albirostris,White-beaked dolphin,54.4929,-0.6202,Yorkshire,1937,03/08/1937
1366,Lagenorhynchus albirostris,White-beaked dolphin,54.4929,-0.6202,Yorkshire,1937,03/08/1937
