"","Year","Richness"
"1",1990,12
"2",1991,12
"3",1992,12
"4",1993,14
"5",1994,15
"6",1995,13
"7",1996,13
"8",1997,13
"9",1998,13
"10",1999,15
"11",2000,14
"12",2001,15
"13",2002,14
"14",2003,14
"15",2004,15
"16",2005,15
"17",2006,14
"18",2007,17
"19",2008,15
"20",2009,15
"21",2010,13
"22",2011,18
"23",2012,17
"24",2013,17
"25",2014,17
"26",2015,16
