"","S.W.No.","Name.Current.Sci","Name.Common","Latitude","Longitude","County","Year","Date"
"1","1913/1","Ziphius cavirostris","Cuvier's Beaked whale",51.4995,-9.1175,"Cork, EIRE",1913,"13/02/1913"
"2","1913/2","Globicephala melas","Long-finned pilot whale",50.72227152,-1.744973366,"Hampshire",1913,"06/03/1913"
"3","1913/3","Lagenorhynchus acutus","White-sided dolphin",60.44977781,-1.605549405,"Fair Isle, Shetland Isles",1913,"06/03/1913"
"4","1913/6","Balaenoptera physalus","Fin whale",58.67203558,-3.374386965,"Caithness, Scotland",1913,"08/07/1913"
"5","1913/8","Phocoena phocoena","Harbour porpoise",54.62191569,-1.078397772,"Yorkshire",1913,"01/08/1913"
"10","1913/14","Balaenoptera physalus","Fin whale",55.1446,-8.1907,"Donegal, EIRE",1913,"09/08/1913"
"11","1913/15","Phocoena phocoena","Harbour porpoise",54.62191569,-1.078397772,"Yorkshire",1913,"11/08/1913"
"12","1913/16","Phocoena phocoena","Harbour porpoise",54.62191569,-1.078397772,"Yorkshire",1913,"11/08/1913"
"13","1913/19","Grampus griseus","Risso's dolphin",49.20119693,-2.019896829,"Jersey, Channel Isles",1913,"23/08/1913"
"14","1913/20","Balaenoptera acutorostrata","Minke whale",57.34539911,-1.93353066,"Aberdeen, Scotland",1913,"24/08/1913"
"15","1913/22","Phocoena phocoena","Harbour porpoise",60.44977781,-1.605549405,"Shetland Isles, Scotland",1913,"28/08/1913"
"16","1913/34","Delphinus delphis","Common dolphin",51.00373224,0.982865411,"Kent",1913,"22/09/1913"
"17","1913/35","Balaenoptera acutorostrata","Minke whale",56.55343565,-2.580797076,"Angus, Scotland",1913,"26/09/1913"
"18","1913/36","Phocoena phocoena","Harbour porpoise",52.02026838,1.441543036,"Suffolk",1913,"26/09/1913"
"19","1913/37","Phocoena phocoena","Harbour porpoise",52.02026838,1.441543036,"Suffolk",1913,"26/09/1913"
"20","1913/38","Hyperoodon ampullatus","Bottlenose whale",53.14503612,0.355191236,"Lincolnshire",1913,"27/09/1913"
"21","1913/44","Phocoena phocoena","Harbour porpoise",51.38175044,1.310001397,"Kent",1913,"02/10/1913"
"22","1913/50","Delphinus delphis","Common dolphin",53.554,-10.0971,"Galway, EIRE",1913,"05/10/1913"
"23","1913/55","Balaenoptera acutorostrata","Minke whale",57.66819516,-7.344552614,"Inverness, Scotland",1913,"10/10/1913"
"24","1913/56","Hyperoodon ampullatus","Bottlenose whale",50.78556571,-0.630903629,"Sussex",1913,"11/10/1913"
"25","1913/61","Lagenorhynchus albirostris","White-beaked dolphin",55.86063208,-6.32357187,"Argyll, Scotland",1913,"15/10/1913"
"26","1913/65","Balaenoptera acutorostrata","Minke whale",56.26033202,-2.61832577,"Fife, Scotland",1913,"31/10/1913"
"27","1913/67","Grampus griseus","Risso's dolphin",50.26562943,-3.650229459,"Devon",1913,"04/11/1913"
"29","1913/69","Delphinus delphis","Common dolphin",55.1961,-7.8914,"Donegal, EIRE",1913,"21/11/1913"
"30","1913/71","Delphinus delphis","Common dolphin",53.9636,-10.0586,"Mayo, EIRE",1913,"01/12/1913"
"31","1913/76","Physeter macrocephalus","Sperm whale",57.58633013,-4.067650645,"Inverness, Scotland",1913,"18/12/1913"
