"","S.W.No.","Name.Current.Sci","Name.Common","Latitude","Longitude","County","Year","Date"
"915","1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"916","1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"917","1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"918","1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"919","1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"920","1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"921","1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"922","1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"923","1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"924","1955/2","Globicephala melas","Long-finned pilot whale",59.30791548,-2.940072881,"Orkney Islands, Scotland",1955,"15/03/1955"
"925","1955/3","Phocoena phocoena","Harbour porpoise",55.6963,-1.8445,"Northumberland",1955,NA
"926","1955/4","Phocoena phocoena","Harbour porpoise",55.9338,-2.3335,"Berwick, Scotland",1955,"14/04/1955"
"927","1955/5","Globicephala melas","Long-finned pilot whale",60.3045,-1.6553,"Shetland Islands, Scotland",1955,"21/04/1955"
"928","1955/6","Globicephala melas","Long-finned pilot whale",58.7896,-3.1306,"Orkney Islands, Scotland",1955,"02/06/1955"
"929","1955/7","Physeter macrocephalus","Sperm whale",57.5871,-7.4429,"Inverness-shire, Scotland",1955,"30/06/1955"
"930","1955/7A","Phocoena phocoena","Harbour porpoise",57.521,-1.799,"Aberdeenshire, Scotland",1955,"16/06/1955"
"931","1955/8A","Phocoena phocoena","Harbour porpoise",55.7525,-4.9273,"Buteshire, Scotland",1955,"24/06/1955"
"932","1955/15","Hyperoodon ampullatus","Bottlenose whale",55.9833,-4.8356,"Dunbartonshire, Scotland",1955,"05/09/1955"
"933","1956/4","Lagenorhynchus albirostris","White-beaked dolphin",56.3582,-2.804,"Fifeshire, Scotland",1956,"11/01/1956"
"934","1956/6","Phocoena phocoena","Harbour porpoise",55.973,-2.9588,"East Lothian, Scotland",1956,"22/01/1956"
"935","1956/13","Unknown","Unknown",55.5797,-5.1498,"Buteshire, Scotland",1956,"15/04/1956"
"936","1956/14","Phocoena phocoena","Harbour porpoise",55.9333,-2.3323,"Berwickshire, Scotland",1956,"04/05/1956"
"937","1956/22","Lagenorhynchus acutus","White-sided dolphin",60.6404,-1.0467,"Shetland Islands, Scotland",1956,"17/07/1956"
"938","1956/34","Unknown mysticete","Unknown mysticete",55.8842,-2.1231,"Berwickshire, Scotland",1956,"11/09/1956"
"939","1956/37","Balaenoptera acutorostrata","Minke whale",55.9308,-2.2932,"Berwickshire, Scotland",1956,"21/09/1956"
"940","1956/42","Globicephala melas","Long-finned pilot whale",56.0113,-6.2343,"Argyllshire, Scotland",1956,"01/10/1956"
"941","1956/43","Lagenorhynchus albirostris","White-beaked dolphin",56.0113,-6.2343,"Argyllshire, Scotland",1956,"01/10/1956"
"942","1957/3","Phocoena phocoena","Harbour porpoise",55.9815,-2.9079,"East Lothian, Scotland",1957,"17/02/1957"
"943","1957/10","Balaenoptera acutorostrata","Minke whale",56.8947,-2.21588,"Kincardineshire, Scotland",1957,"25/04/1957"
"944","1957/19","Balaenoptera acutorostrata","Minke whale",56.8279,-2.28234,"Kincardineshire, Scotland",1957,"14/07/1957"
"945","1957/21","Tursiops truncatus","Bottlenose dolphin",57.5787002,-4.099837789,"Ross & Cromarty, Scotland",1957,"30/07/1957"
"946","1957/26","Phocoena phocoena","Harbour porpoise",58.44218,-3.07609,"Caithness, Scotland",1957,"22/08/1957"
"947","1957/33","Phocoena phocoena","Harbour porpoise",55.58375,-1.65051,"Durham",1957,"24/11/1957"
"948","1957/34","Phocoena phocoena","Harbour porpoise",55.87322,-2.09123,"Berwickshire, Scotland",1957,"02/12/1957"
"949","1958/6","Physeter macrocephalus","Sperm whale",60.58655,-1.32905,"Shetland Islands, Scotland",1958,"06/06/1958"
"950","1959/6","Unknown odontocete","Unknown odontocete",59.53263,-1.64502,"Shetland Islands, Scotland",1959,"18/06/1959"
"951","1959/12","Phocoena phocoena","Harbour porpoise",56.22236,-2.69133,"Fifeshire, Scotland",1959,"14/08/1959"
"952","1960/2","Lagenorhynchus albirostris","White-beaked dolphin",59.52989,-1.64854,"Shetland Islands, Scotland",1960,"12/01/1960"
"953","1960/13","Lagenorhynchus albirostris","White-beaked dolphin",57.62422,-1.86171,"Aberdeenshire, Scotland",1960,"28/04/1960"
"954","1960/14","Globicephala melas","Long-finned pilot whale",57.70297,-3.48736,"Moray, Scotland",1960,"06/05/1960"
"955","1960/15","Hyperoodon ampullatus","Bottlenose whale",58.59871,-3.38531,"Caithness, Scotland",1960,"15/05/1960"
"956","1961/6","Mesoplodon bidens","Sowerby's Beaked whale",59.13884,-3.30852,"Orkney Islands, Scotland",1961,"19/06/1961"
"957","1961/6","Mesoplodon bidens","Sowerby's Beaked whale",59.13884,-3.30852,"Orkney Islands, Scotland",1961,"19/06/1961"
"958","1961/10","Orcinus orca","Killer whale",56.19118559,-2.741302946,"Fifeshire, Scotland",1961,"11/07/1961"
"959","1961/11A","Globicephala melas","Long-finned pilot whale",56.60769,-6.52151,"Argyllshire, Scotland",1961,NA
"960","1961/23","Globicephala melas","Long-finned pilot whale",58.5989,-3.5215,"Caithness, Scotland",1961,"21/10/1961"
"961","1962/1","Phocoena phocoena","Harbour porpoise",55.8738,-2.0899,"Berwickshire, Scotland",1962,"06/02/1962"
"962","1962/7","Unknown","Unknown",56.8332,-6.2519,"Inverness-shire, Scotland",1962,NA
"963","1962/8","Delphinus delphis","Common dolphin",59.0974,-3.0548,"Orkney Islands, Scotland",1962,"07/04/1962"
"964","1962/9","Delphinus delphis","Common dolphin",59.007,-3.1134,"Orkney Islands, Scotland",1962,"20/04/1962"
"965","1962/11","Ziphius cavirostris","Cuvier's Beaked whale",56.0633,-6.2527,"Argyllshire, Scotland",1962,"02/06/1962"
"966","1963/2","Ziphius cavirostris","Cuvier's Beaked whale",58.8669,-3.3817,"Orkney Islands, Scotland",1963,NA
"967","1963/11","Orcinus orca","Killer whale",58.24364001,-7.026603573,"Western Isles, Scotland",1963,"08/04/1963"
"968","1963/12","Balaenoptera acutorostrata","Minke whale",57.6781,-1.9272,"Aberdeenshire, Scotland",1963,"14/05/1963"
"969","1963/14","Globicephala melas","Long-finned pilot whale",56.0656,-2.794,"East Lothian, Scotland",1963,"26/05/1963"
"970","1963/15","Globicephala melas","Long-finned pilot whale",55.9612,-2.9835,"East Lothian, Scotland",1963,"30/05/1963"
"971","1963/16","Globicephala melas","Long-finned pilot whale",56.0029,-2.5117,"East Lothian, Scotland",1963,"03/06/1963"
"972","1963/18","Globicephala melas","Long-finned pilot whale",56.0395,-2.8572,"East Lothian, Scotland",1963,"30/06/1963"
"973","1963/18","Globicephala melas","Long-finned pilot whale",56.0395,-2.8572,"East Lothian, Scotland",1963,"30/06/1963"
"974","1963/19A","Ziphius cavirostris","Cuvier's Beaked whale",56.8308,-5.8172,"Inverness-shire, Scotland",1963,NA
"975","1963/20","Globicephala melas","Long-finned pilot whale",56.112,-3.1523,"Fifeshire, Scotland",1963,"04/07/1963"
"976","1963/28","Phocoena phocoena","Harbour porpoise",57.6107,-3.827,"Nairnshire, Scotland",1963,"17/08/1963"
"977","1963/33","Ziphius cavirostris","Cuvier's Beaked whale",58.8673,-3.3832,"Orkney Islands, Scotland",1963,"12/09/1963"
"978","1963/41","Balaenoptera acutorostrata","Minke whale",56.3594,-2.8051,"Fifeshire, Scotland",1963,"15/11/1963"
"979","1963/42","Globicephala melas","Long-finned pilot whale",60.4776,-1.6163,"Shetland Islands, Scotland",1963,"27/12/1963"
"980","1964/1","Globicephala melas","Long-finned pilot whale",55.7523,-6.4622,"Argyllshire, Scotland",1964,"04/01/1964"
"981","1964/7","Balaenoptera acutorostrata","Minke whale",57.0934,-2.0796,"Kincardineshire, Scotland",1964,"15/04/1964"
"982","1964/22","Grampus griseus","Risso's dolphin",58.8671,-3.3822,"Orkney Islands, Scotland",1964,"26/08/1964"
"983","1964/23","Grampus griseus","Risso's dolphin",58.5435,-4.3064,"Caithness, Scotland",1964,"01/09/1964"
"984","1964/25","Lagenorhynchus albirostris","White-beaked dolphin",55.9613,-2.3945,"East Lothian, Scotland",1964,"17/09/1964"
"985","1964/27","Hyperoodon ampullatus","Bottlenose whale",57.4847,-4.4534,"Inverness-shire, Scotland",1964,"18/09/1964"
"986","1964/27","Hyperoodon ampullatus","Bottlenose whale",57.4847,-4.4534,"Inverness-shire, Scotland",1964,"18/09/1964"
"987","1964/32","Lagenorhynchus acutus","White-sided dolphin",60.6418,-1.0509,"Shetland Islands, Scotland",1964,"16/11/1964"
"988","1965/7","Orcinus orca","Killer whale",60.78548763,-0.799473349,"Shetland Islands, Scotland",1965,"27/03/1965"
"989","1965/8","Lagenorhynchus albirostris","White-beaked dolphin",55.94,-2.3518,"Berwickshire, Scotland",1965,"28/03/1965"
"990","1965/14","Phocoena phocoena","Harbour porpoise",55.9404,-2.3523,"Berwickshire, Scotland",1965,"07/06/1965"
"991","1965/21","Balaenoptera borealis","Sei whale",57.87570618,-6.932835535,"Western Isles, Scotland",1965,"04/09/1965"
"992","1965/22","Lagenorhynchus albirostris","White-beaked dolphin",58.9981,-3.0585,"Orkney Islands, Scotland",1965,"17/09/1965"
"993","1965/22","Lagenorhynchus albirostris","White-beaked dolphin",58.9981,-3.0585,"Orkney Islands, Scotland",1965,"17/09/1965"
"994","1965/31","Hyperoodon ampullatus","Bottlenose whale",56.079,-4.8337,"Dunbartonshire, Scotland",1965,NA
"995","1966/1","Phocoena phocoena","Harbour porpoise",57.31711709,-1.9883768,"Grampian, Scotland",1966,"27/01/1966"
"996","1966/4","Balaenoptera acutorostrata","Minke whale",59.9963866,-1.221907926,"Shetland Islands, Scotland",1966,"03/02/1966"
"997","1966/6","Phocoena phocoena","Harbour porpoise",56.02093983,-2.885649796,"East Lothian, Scotland",1966,"06/02/1966"
"998","1966/7","Orcinus orca","Killer whale",60.80522429,-0.869683134,"Shetland Islands, Scotland",1966,"07/02/1966"
"999","1966/21","Balaenoptera acutorostrata","Minke whale",58.00806183,-3.849517588,"Sutherland, Scotland",1966,"21/06/1966"
"1000","1966/22","Delphinus delphis","Common dolphin",60.60048473,-1.018208534,"Shetland Islands, Scotland",1966,"27/06/1966"
"1001","1966/24","Orcinus orca","Killer whale",57.68777324,-2.501872769,"Banffshire, Scotland",1966,"15/08/1966"
"1002","1966/25","Globicephala melas","Long-finned pilot whale",58.21498701,-6.321231794,"Ross & Cromarty, Scotland",1966,"27/08/1966"
"1003","1966/26","Lagenorhynchus albirostris","White-beaked dolphin",55.61404419,-1.723094335,"Northumberland",1966,"05/09/1966"
"1004","1966/33","Orcinus orca","Killer whale",57.61140039,-1.832614535,"Aberdeenshire, Scotland",1966,"13/12/1966"
"1005","1966/34","Globicephala melas","Long-finned pilot whale",55.7706337,-6.490087741,"Argyllshire, Scotland",1966,"29/12/1966"
"1006","1967/3","Phocoena phocoena","Harbour porpoise",57.17344693,-2.066160423,"Aberdeenshire, Scotland",1967,"03/02/1967"
"1007","1967/4","Phocoena phocoena","Harbour porpoise",57.32618144,-1.950174021,"Aberdeenshire, Scotland",1967,"04/02/1967"
"1008","1967/8","Lagenorhynchus acutus","White-sided dolphin",60.76011771,-0.898802529,"Shetland Islands, Scotland",1967,"20/03/1967"
"1009","1967/10","Globicephala melas","Long-finned pilot whale",57.26419343,-7.440394175,"Inverness-shire, Scotland",1967,"23/03/1967"
"1010","1967/12","Lagenorhynchus acutus","White-sided dolphin",60.51195607,-1.044930041,"Shetland Islands, Scotland",1967,"21/05/1967"
"1011","1967/16","Phocoena phocoena","Harbour porpoise",57.25000798,-2,"Aberdeenshire, Scotland",1967,"03/07/1967"
"1012","1967/17","Ziphius cavirostris","Cuvier's Beaked whale",58.62008318,-3.36029221,"Caithness, Scotland",1967,"21/07/1967"
"1013","1967/19","Grampus griseus","Risso's dolphin",58.43911967,-5.015455092,"Sutherland, Scotland",1967,NA
"1014","1967/24","Lagenorhynchus albirostris","White-beaked dolphin",57.17198769,-2.099236735,"Aberdeenshire, Scotland",1967,"11/09/1967"
"1015","1967/29","Mesoplodon bidens","Sowerby's Beaked whale",57.50424142,-1.783036883,"Aberdeenshire, Scotland",1967,"24/10/1967"
"1016","1968/1","Tursiops truncatus","Bottlenose dolphin",55.59928641,-1.71431013,"Northumberland",1968,"24/02/1968"
"1017","1968/2","Balaenoptera physalus","Fin whale",57.44688431,-7.301960441,"Inverness-shire, Scotland",1968,"25/02/1968"
"1018","1968/5","Mesoplodon bidens","Sowerby's Beaked whale",60.37567862,-1.129450848,"Shetland Islands, Scotland",1968,"24/03/1968"
"1019","1968/6","Globicephala melas","Long-finned pilot whale",58.47834527,-4.453128791,"Sutherland, Scotland",1968,"16/05/1968"
"1020","1968/6","Globicephala melas","Long-finned pilot whale",58.47817235,-4.452773618,"Sutherland, Scotland",1968,"16/05/1968"
"1021","1968/6","Globicephala melas","Long-finned pilot whale",58.47799287,-4.452761106,"Sutherland, Scotland",1968,"16/05/1968"
"1022","1968/6","Globicephala melas","Long-finned pilot whale",58.47789985,-4.452926179,"Sutherland, Scotland",1968,"16/05/1968"
"1023","1968/6","Globicephala melas","Long-finned pilot whale",58.4781789,-4.452430959,"Sutherland, Scotland",1968,"16/05/1968"
"1024","1968/6","Globicephala melas","Long-finned pilot whale",58.4780027,-4.452247119,"Sutherland, Scotland",1968,"16/05/1968"
"1025","1968/6","Globicephala melas","Long-finned pilot whale",58.47791624,-4.452069536,"Sutherland, Scotland",1968,"16/05/1968"
"1026","1968/6","Globicephala melas","Long-finned pilot whale",58.47836493,-4.452100808,"Sutherland, Scotland",1968,"16/05/1968"
"1027","1968/6","Globicephala melas","Long-finned pilot whale",58.47808589,-4.452596033,"Sutherland, Scotland",1968,"16/05/1968"
"1028","1968/6","Globicephala melas","Long-finned pilot whale",58.47825881,-4.452951204,"Sutherland, Scotland",1968,"16/05/1968"
"1029","1968/6","Globicephala melas","Long-finned pilot whale",58.47827192,-4.452265883,"Sutherland, Scotland",1968,"16/05/1968"
"1030","1968/6","Globicephala melas","Long-finned pilot whale",58.47808916,-4.452424703,"Sutherland, Scotland",1968,"16/05/1968"
"1031","1968/13","Balaenoptera acutorostrata","Minke whale",57.50424113,-1.78286999,"Aberdeenshire, Scotland",1968,"14/07/1968"
"1032","1968/20","Phocoena phocoena","Harbour porpoise",55.67133537,-1.793289602,"Northumberland",1968,"15/08/1968"
"1033","1968/21","Mesoplodon bidens","Sowerby's Beaked whale",57.55992424,-4.039235083,"Inverness-shire, Scotland",1968,"17/08/1968"
"1034","1968/21","Mesoplodon bidens","Sowerby's Beaked whale",57.55983177,-4.039397106,"Inverness-shire, Scotland",1968,"17/08/1968"
"1035","1968/21","Mesoplodon bidens","Sowerby's Beaked whale",57.55983446,-4.039230063,"Inverness-shire, Scotland",1968,"17/08/1968"
"1036","1968/22","Orcinus orca","Killer whale",56.49745661,-6.826759524,"Argyllshire, Scotland",1968,"19/08/1968"
"1037","1968/25","Globicephala melas","Long-finned pilot whale",57.24385956,-2.099429761,"Aberdeenshire, Scotland",1968,"03/11/1968"
"1038","1968/30","Phocoena phocoena","Harbour porpoise",57.30948003,-1.981738758,"Aberdeenshire, Scotland",1968,"07/12/1968"
"1039","1969/1","Balaenoptera acutorostrata","Minke whale",58.24201016,-3.430799563,"Caithness, Scotland",1969,"25/01/1969"
"1040","1969/9","Lagenorhynchus albirostris","White-beaked dolphin",58.469437,-3.14871208,"Caithness, Scotland",1969,NA
"1041","1969/11","Grampus griseus","Risso's dolphin",60.25241166,-1.674777275,"Shetland Islands, Scotland",1969,"15/06/1969"
"1042","1969/12","Balaenoptera acutorostrata","Minke whale",57.7871177,-6.897132211,"Inverness-shire, Scotland",1969,"07/07/1969"
"1043","1969/13","Ziphius cavirostris","Cuvier's Beaked whale",57.37851673,-7.42553345,"Inverness-shire, Scotland",1969,"09/07/1969"
"1044","1969/15","Globicephala melas","Long-finned pilot whale",57.34487616,-7.370612637,"Inverness-shire, Scotland",1969,"22/07/1969"
"1045","1969/18","Ziphius cavirostris","Cuvier's Beaked whale",57.44901101,-6.30108877,"Inverness-shire, Scotland",1969,"20/08/1969"
"1046","1969/19","Hyperoodon ampullatus","Bottlenose whale",57.27698821,-6.065111053,"Inverness-shire, Scotland",1969,"18/08/1969"
"1047","1969/21","Hyperoodon ampullatus","Bottlenose whale",56.45050124,-5.440441802,"Argyllshire, Scotland",1969,"26/09/1969"
"1048","1969/22","Orcinus orca","Killer whale",57.06898303,-7.297539804,"Inverness-shire, Scotland",1969,"30/09/1969"
"1049","1969/22a","Delphinus delphis","Common dolphin",58.9407439,-3.077440198,"Orkney Islands, Scotland",1969,"06/12/1969"
"1050","1970/9","Phocoena phocoena","Harbour porpoise",56.82130989,-2.28673151,"Kincardineshire, Scotland",1970,"26/01/1970"
"1051","1970/10","Phocoena phocoena","Harbour porpoise",57.41450247,-1.850162383,"Aberdeenshire, Scotland",1970,"02/02/1970"
"1052","1970/14","Grampus griseus","Risso's dolphin",60.76020597,-0.898615958,"Shetland Islands, Scotland",1970,"22/03/1970"
"1053","1970/17","Tursiops truncatus","Bottlenose dolphin",56.97175964,-7.423772321,"Western Isles, Scotland",1970,"23/05/1970"
"1054","1970/19","Balaenoptera acutorostrata","Minke whale",57.1577398,-7.326820588,"Inverness-shire, Scotland",1970,"09/06/1970"
"1055","1970/20","Hyperoodon ampullatus","Bottlenose whale",58.7851806,-2.986111322,"Orkney Islands, Scotland",1970,"01/07/1970"
"1056","1970/26","Ziphius cavirostris","Cuvier's Beaked whale",57.65272661,-7.386595155,"Inverness-shire, Scotland",1970,"21/08/1970"
"1057","1970/27","Ziphius cavirostris","Cuvier's Beaked whale",57.61075827,-7.306581974,"Inverness-shire, Scotland",1970,NA
"1058","1970/32","Globicephala melas","Long-finned pilot whale",57.26409683,-7.440546011,"Inverness-shire, Scotland",1970,"06/11/1970"
"1059","1971/4","Orcinus orca","Killer whale",57.22998224,-7.446793086,"Inverness-shire, Scotland",1971,"16/03/1971"
"1060","1971/12","Balaenoptera acutorostrata","Minke whale",58.43411008,-3.079046141,"Caithness, Scotland",1971,"10/08/1971"
"1061","1971/13","Globicephala melas","Long-finned pilot whale",56.2539865,-2.629361349,"Fifeshire, Scotland",1971,"30/08/1971"
"1062","1971/15","Phocoena phocoena","Harbour porpoise",57.34271159,-1.949985477,"Aberdeenshire, Scotland",1971,"10/09/1971"
"1063","1971/15","Phocoena phocoena","Harbour porpoise",57.34271165,-1.950151638,"Aberdeenshire, Scotland",1971,"10/09/1971"
"1064","1971/17","Globicephala melas","Long-finned pilot whale",57.37875256,-6.509335243,"Inverness-shire, Scotland",1971,"17/09/1971"
"1065","1971/21","Grampus griseus","Risso's dolphin",57.65273373,-7.38642832,"Inverness-shire, Scotland",1971,NA
"1066","1972/2","Lagenorhynchus albirostris","White-beaked dolphin",58.24200825,-3.430969855,"Caithness, Scotland",1972,"18/01/1972"
"1067","1972/16","Balaenoptera acutorostrata","Minke whale",56.98070515,-7.466288872,"Inverness-shire, Scotland",1972,"26/09/1972"
"1068","1972/18","Hyperoodon ampullatus","Bottlenose whale",56.00045129,-4.742488429,"Dunbartonshire, Scotland",1972,NA
"1069","1972/21","Hyperoodon ampullatus","Bottlenose whale",58.6406632,-3.08523892,"Caithness, Scotland",1972,"26/10/1972"
"1070","1972/23","Hyperoodon ampullatus","Bottlenose whale",57.65280892,-7.38677528,"Inverness-shire, Scotland",1972,"28/10/1972"
"1071","1972/24","Orcinus orca","Killer whale",58.63028092,-3.240112268,"Caithness, Scotland",1972,"03/11/1972"
"1072","1972/27","Mesoplodon bidens","Sowerby's Beaked whale",57.48026913,-4.46874322,"Inverness-shire, Scotland",1972,"18/11/1972"
"1073","1973/10a","Delphinus delphis","Common dolphin",58.99798123,-3.053116121,"Orkney Islands, Scotland",1973,NA
"1074","1973/12","Globicephala melas","Long-finned pilot whale",57.38888722,-7.393733334,"Inverness-shire, Scotland",1973,"09/04/1973"
"1075","1973/13","Balaenoptera acutorostrata","Minke whale",58.64066175,-3.085411172,"Caithness, Scotland",1973,"24/05/1973"
"1076","1973/14","Phocoena phocoena","Harbour porpoise",56.76751075,-2.408867498,"Kincardineshire, Scotland",1973,"23/04/1973"
"1077","1973/15","Ziphius cavirostris","Cuvier's Beaked whale",57.65282317,-7.386441609,"Inverness-shire, Scotland",1973,"15/06/1973"
"1078","1973/19","Phocoena phocoena","Harbour porpoise",57.65601016,-2.536293645,"Banffshire, Scotland",1973,"13/08/1973"
"1079","1973/20","Orcinus orca","Killer whale",56.41372376,-5.469559281,"Argyllshire, Scotland",1973,"14/08/1973"
"1080","1973/23","Orcinus orca","Killer whale",58.58692322,-3.066543351,"Caithness, Scotland",1973,"02/10/1973"
"1081","1973/28","Globicephala melas","Long-finned pilot whale",56.58489144,-6.599883045,"Argyllshire, Scotland",1973,"28/09/1973"
"1082","1974/15","Phocoena phocoena","Harbour porpoise",56.10624094,-3.173842072,"Fifeshire, Scotland",1974,"10/03/1974"
"1083","1974/30","Globicephala melas","Long-finned pilot whale",57.44678786,-7.302113382,"Inverness-shire, Scotland",1974,"26/07/1974"
"1084","1974/35","Unknown odontocete","Unknown odontocete",57.7209895,-7.183484346,"Inverness-shire, Scotland",1974,"21/06/1974"
"1085","1974/40","Globicephala melas","Long-finned pilot whale",60.1513275,-1.153401948,"Shetland Islands, Scotland",1974,"17/11/1974"
"1086","1974/47","Phocoena phocoena","Harbour porpoise",57.70006215,-4.248520568,"Ross & Cromarty, Scotland",1974,"24/02/1974"
"1087","1974/47","Phocoena phocoena","Harbour porpoise",57.70015191,-4.248526133,"Ross & Cromarty, Scotland",1974,"24/02/1974"
"1088","1974/47","Phocoena phocoena","Harbour porpoise",57.70005917,-4.248688233,"Ross & Cromarty, Scotland",1974,"24/02/1974"
"1089","1974/48","Phocoena phocoena","Harbour porpoise",57.60313545,-1.832485168,"Aberdeenshire, Scotland",1974,"24/02/1974"
"1090","1974/49","Phocoena phocoena","Harbour porpoise",59.53386471,-1.628678391,"Shetland Islands, Scotland",1974,NA
"1091","1974/50","Phocoena phocoena","Harbour porpoise",55.97376747,-2.897391973,"East Lothian, Scotland",1974,NA
"1092","1975/1","Physeter macrocephalus","Sperm whale",59.08166024,-2.977153459,"Orkney Islands, Scotland",1975,NA
"1093","1975/2","Unknown","Unknown",59.29243702,-2.574454472,"Orkney Islands, Scotland",1975,NA
"1094","1975/2a","Globicephala melas","Long-finned pilot whale",60.16101695,-1.124322804,"Shetland Islands, Scotland",1975,"26/01/1975"
"1095","1975/9","Balaenoptera borealis","Sei whale",58.32731279,-6.646844867,"Ross & Cromarty, Scotland",1975,"16/05/1975"
"1096","1975/9a","Phocoena phocoena","Harbour porpoise",60.15105635,-1.11197836,"Shetland Islands, Scotland",1975,"20/05/1975"
"1097","1975/10a","Phocoena phocoena","Harbour porpoise",60.1523757,-1.04348903,"Shetland Islands, Scotland",1975,"31/05/1975"
"1098","1975/11","Grampus griseus","Risso's dolphin",58.50019146,-4.694480254,"Sutherland, Scotland",1975,"08/06/1975"
"1099","1975/20","Physeter macrocephalus","Sperm whale",57.13199109,-7.402559042,"Inverness-shire, Scotland",1975,"12/09/1975"
"1100","1976/7","Tursiops truncatus","Bottlenose dolphin",55.59618592,-4.730079172,"Ayrshire, Scotland",1976,"09/02/1976"
"1101","1976/10","Globicephala melas","Long-finned pilot whale",57.30961127,-7.395393062,"Inverness-shire, Scotland",1976,"25/02/1976"
"1102","1976/18a","Balaenoptera acutorostrata","Minke whale",58.86997082,-3.387430922,"Orkney Islands, Scotland",1976,NA
"1103","1976/24","Globicephala melas","Long-finned pilot whale",58.58379706,-3.393288966,"Caithness, Scotland",1976,"02/08/1976"
"1104","1976/27","Orcinus orca","Killer whale",60.60001715,-1.105154765,"Shetland Islands, Scotland",1976,"07/08/1976"
"1105","1976/30a","Lagenorhynchus albirostris","White-beaked dolphin",57.56880956,-4.03989926,"Highland, Scotland",1976,"07/09/1976"
"1106","1976/31a","Grampus griseus","Risso's dolphin",60.7601162,-0.898619036,"Shetland Islands, Scotland",1976,"14/09/1976"
"1107","1976/40","Lagenorhynchus albirostris","White-beaked dolphin",58.18973025,-6.339278933,"Western Isles, Scotland",1976,"05/11/1976"
"1108","1976/46","Balaenoptera acutorostrata","Minke whale",56.05569455,-2.738701751,"East Lothian, Scotland",1976,NA
"1109","1977/1","Mesoplodon bidens","Sowerby's Beaked whale",58.28529459,-6.279261877,"Western Isles, Scotland",1977,"05/01/1977"
"1110","1977/25","Physeter macrocephalus","Sperm whale",56.97471063,-7.399314856,"Western Isles, Scotland",1977,"01/07/1977"
"1111","1977/27a","Lagenorhynchus albirostris","White-beaked dolphin",55.67142497,-1.793130121,"Northumbria",1977,"24/07/1977"
"1112","1977/29","Mesoplodon bidens","Sowerby's Beaked whale",57.26171558,-5.980442818,"Highland, Scotland",1977,"23/08/1977"
"1113","1977/31a","Orcinus orca","Killer whale",59.28028714,-2.468595017,"Orkney Islands, Scotland",1977,NA
"1114","1977/35","Physeter macrocephalus","Sperm whale",60.13426738,-2.048608288,"Shetland Islands, Scotland",1977,"20/11/1977"
"1115","1977/36","Balaenoptera acutorostrata","Minke whale",58.5912133,-3.531063954,"Highland, Scotland",1977,"28/11/1977"
"1116","1978/1a","Grampus griseus","Risso's dolphin",59.37210916,-2.404572322,"Orkney Islands, Scotland",1978,"10/01/1978"
"1117","1978/2","Orcinus orca","Killer whale",58.92609513,-3.302819586,"Orkney Islands, Scotland",1978,"13/01/1978"
"1118","1978/4","Orcinus orca","Killer whale",57.69302566,-2.117433139,"Aberdeenshire, Scotland",1978,"16/01/1978"
"1119","1978/8a","Lagenorhynchus albirostris","White-beaked dolphin",55.75058596,-1.979287091,"Northumberland",1978,"06/02/1978"
"1120","1978/12","Mesoplodon bidens","Sowerby's Beaked whale",58.53245218,-3.133595423,"Highland, Scotland",1978,"11/03/1978"
"1121","1978/15a","Phocoena phocoena","Harbour porpoise",57.71805333,-5.761613153,"Highland, Scotland",1978,"11/04/1978"
"1122","1978/19a","Orcinus orca","Killer whale",57.0461861,-6.501888976,"Highland, Scotland",1978,"24/05/1978"
"1123","1978/21","Orcinus orca","Killer whale",59.21826434,-2.683226644,"Orkney Islands, Scotland",1978,"14/07/1978"
"1124","1978/22","Hyperoodon ampullatus","Bottlenose whale",56.05184672,-3.613805448,"Fife, Scotland",1978,"14/07/1978"
"1125","1978/25a","Mesoplodon bidens","Sowerby's Beaked whale",57.50433154,-1.783203244,"Grampian, Scotland",1978,"20/09/1978"
"1126","1978/28","Balaenoptera acutorostrata","Minke whale",57.13624197,-5.966945194,"Inverness-shire, Scotland",1978,"10/10/1978"
"1127","1978/32","Lagenorhynchus acutus","White-sided dolphin",55.9130363,-5.680839124,"Strathclyde, Scotland",1978,"18/10/1978"
"1128","1978/32a","Balaenoptera acutorostrata","Minke whale",59.12753816,-2.838674649,"Orkney Islands, Scotland",1978,"29/10/1978"
